id,name,soc
AE:Ear disorder,Ear disorder,Ear and labyrinth disorders
AE:Ear swelling,Ear swelling,Ear and labyrinth disorders
AE:Eating disorder,Eating disorder,Psychiatric disorders
AE:Ecchymosis,Ecchymosis,Skin and subcutaneous tissue disorders
AE:Economic problem,Economic problem,Unclassified
AE:Elbow deformity,Elbow deformity,Unclassified
AE:Embolism,Embolism,Vascular disorders
AE:Emphysema,Emphysema,"Respiratory, thoracic and mediastinal disorders"
AE:Empyema,Empyema,Unclassified
AE:Encephalitis autoimmune,Encephalitis autoimmune,Immune system disorders
AE:Endocrine ophthalmopathy,Endocrine ophthalmopathy,Endocrine disorders
AE:Endodontic procedure,Endodontic procedure,Unclassified
AE:Energy increased,Energy increased,Investigations
AE:Enterocolitis,Enterocolitis,Unclassified
AE:Enthesopathy,Enthesopathy,Unclassified
AE:Epicondylitis,Epicondylitis,Unclassified
AE:Epididymitis,Epididymitis,Unclassified
AE:Epigastric discomfort,Epigastric discomfort,General disorders and administration site conditions
AE:Epstein-Barr virus infection,Epstein-Barr virus infection,Infections and infestations
AE:Erysipelas,Erysipelas,Infections and infestations
AE:Erythema nodosum,Erythema nodosum,Skin and subcutaneous tissue disorders
AE:Escherichia infection,Escherichia infection,Infections and infestations
AE:Escherichia test positive,Escherichia test positive,Infections and infestations
AE:Escherichia urinary tract infection,Escherichia urinary tract infection,Renal and urinary disorders
AE:Exfoliative rash,Exfoliative rash,Skin and subcutaneous tissue disorders
AE:Exposure to SARS-CoV-2,Exposure to SARS-CoV-2,Unclassified
AE:Extremity contracture,Extremity contracture,Unclassified
AE:Eye discharge,Eye discharge,Eye disorders
AE:Eye haemorrhage,Eye haemorrhage,Eye disorders
AE:Eye inflammation,Eye inflammation,Eye disorders
AE:Eye injury,Eye injury,Eye disorders
AE:Eye operation,Eye operation,Eye disorders
AE:Eyelid disorder,Eyelid disorder,Eye disorders
AE:Eyelid oedema,Eyelid oedema,Eye disorders
AE:Face injury,Face injury,"Injury, poisoning and procedural complications"
AE:Face oedema,Face oedema,General disorders and administration site conditions
AE:Facet joint syndrome,Facet joint syndrome,Musculoskeletal and connective tissue disorders
AE:Facial bones fracture,Facial bones fracture,"Injury, poisoning and procedural complications"
AE:Facial paralysis,Facial paralysis,Unclassified
AE:Faecaloma,Faecaloma,Unclassified
AE:Faeces discoloured,Faeces discoloured,Unclassified
AE:Femoral neck fracture,Femoral neck fracture,"Injury, poisoning and procedural complications"
AE:Fibrosis,Fibrosis,Unclassified
AE:Fibrous histiocytoma,Fibrous histiocytoma,Unclassified
AE:Fine motor skill dysfunction,Fine motor skill dysfunction,Unclassified
AE:Finger deformity,Finger deformity,Unclassified
AE:Folate deficiency,Folate deficiency,Unclassified
AE:Folliculitis,Folliculitis,Unclassified
AE:Food intolerance,Food intolerance,Unclassified
AE:Food poisoning,Food poisoning,"Injury, poisoning and procedural complications"
AE:Foot deformity,Foot deformity,Unclassified
AE:Foot operation,Foot operation,Unclassified
AE:Fracture delayed union,Fracture delayed union,"Injury, poisoning and procedural complications"
AE:Fracture treatment,Fracture treatment,"Injury, poisoning and procedural complications"
AE:Fractured sacrum,Fractured sacrum,Unclassified
AE:Frustration tolerance decreased,Frustration tolerance decreased,Investigations
AE:Full blood count decreased,Full blood count decreased,Blood and lymphatic system disorders
AE:Functional gastrointestinal disorder,Functional gastrointestinal disorder,Gastrointestinal disorders
AE:Fungal skin infection,Fungal skin infection,Infections and infestations
AE:Furuncle,Furuncle,Unclassified
AE:Gallbladder disorder,Gallbladder disorder,Hepatobiliary disorders
AE:Gallbladder operation,Gallbladder operation,Hepatobiliary disorders
AE:Gastric cancer,Gastric cancer,"Neoplasms benign, malignant and unspecified"
AE:Gastric haemorrhage,Gastric haemorrhage,Gastrointestinal disorders
AE:Gastric infection,Gastric infection,Gastrointestinal disorders
AE:Gastric polyps,Gastric polyps,Gastrointestinal disorders
AE:Gastric ulcer,Gastric ulcer,Gastrointestinal disorders
AE:Gastric ulcer haemorrhage,Gastric ulcer haemorrhage,Gastrointestinal disorders
AE:Gastritis erosive,Gastritis erosive,Gastrointestinal disorders
AE:Gastroenteritis,Gastroenteritis,Infections and infestations
AE:Gastrointestinal carcinoma,Gastrointestinal carcinoma,"Neoplasms benign, malignant and unspecified"
AE:Gastrointestinal haemorrhage,Gastrointestinal haemorrhage,Gastrointestinal disorders
AE:Gastrointestinal infection,Gastrointestinal infection,Gastrointestinal disorders
AE:Gastrointestinal inflammation,Gastrointestinal inflammation,Gastrointestinal disorders
AE:Gastrointestinal toxicity,Gastrointestinal toxicity,Gastrointestinal disorders
AE:General physical condition abnormal,General physical condition abnormal,Investigations
AE:General symptom,General symptom,Unclassified
AE:Generalised erythema,Generalised erythema,Skin and subcutaneous tissue disorders
AE:Generalised oedema,Generalised oedema,General disorders and administration site conditions
AE:Generalised tonic-clonic seizure,Generalised tonic-clonic seizure,Nervous system disorders
AE:Genital herpes,Genital herpes,Infections and infestations
AE:Gilbert's syndrome,Gilbert's syndrome,Unclassified
AE:Gingival disorder,Gingival disorder,Unclassified
AE:Gingival swelling,Gingival swelling,General disorders and administration site conditions
AE:Gingivitis,Gingivitis,Unclassified
AE:Glossitis,Glossitis,Gastrointestinal disorders
AE:Glossodynia,Glossodynia,Unclassified
AE:Goitre,Goitre,Endocrine disorders
AE:Graft versus host disease in gastrointestinal tract,Graft versus host disease in gastrointestinal tract,Gastrointestinal disorders
AE:Graft versus host disease in skin,Graft versus host disease in skin,Immune system disorders
AE:Granuloma,Granuloma,Unclassified
AE:Granuloma skin,Granuloma skin,Skin and subcutaneous tissue disorders
AE:Gravitational oedema,Gravitational oedema,General disorders and administration site conditions
AE:Grip strength,Grip strength,Unclassified
AE:Grip strength decreased,Grip strength decreased,Investigations
AE:Guillain-Barre syndrome,Guillain-Barre syndrome,Nervous system disorders
AE:H1N1 influenza,H1N1 influenza,Infections and infestations
AE:Haematemesis,Haematemesis,Gastrointestinal disorders
AE:Haematocrit decreased,Haematocrit decreased,Blood and lymphatic system disorders
AE:Haematoma,Haematoma,Vascular disorders
AE:Haemophagocytic lymphohistiocytosis,Haemophagocytic lymphohistiocytosis,Unclassified
AE:Haemorrhage subcutaneous,Haemorrhage subcutaneous,Skin and subcutaneous tissue disorders
AE:Haemorrhagic stroke,Haemorrhagic stroke,Nervous system disorders
AE:Haemorrhoidal haemorrhage,Haemorrhoidal haemorrhage,"Injury, poisoning and procedural complications"
AE:Hand deformity,Hand deformity,Unclassified
AE:Head titubation,Head titubation,Unclassified
AE:Heart valve incompetence,Heart valve incompetence,Cardiac disorders
AE:Helicobacter gastritis,Helicobacter gastritis,Gastrointestinal disorders
AE:Hepatic cancer,Hepatic cancer,"Neoplasms benign, malignant and unspecified"
AE:Hepatic cyst,Hepatic cyst,"Neoplasms benign, malignant and unspecified"
AE:Hepatic enzyme,Hepatic enzyme,Hepatobiliary disorders
AE:Hepatic infection,Hepatic infection,Hepatobiliary disorders
AE:Hepatic mass,Hepatic mass,Hepatobiliary disorders
AE:Hepatitis B,Hepatitis B,Infections and infestations
AE:Hepatitis B reactivation,Hepatitis B reactivation,Infections and infestations
AE:Hepatitis B virus test positive,Hepatitis B virus test positive,Infections and infestations
AE:Hepatitis acute,Hepatitis acute,Unclassified
AE:Hepatocellular carcinoma,Hepatocellular carcinoma,"Neoplasms benign, malignant and unspecified"
AE:Hernia repair,Hernia repair,General disorders and administration site conditions
AE:Herpes ophthalmic,Herpes ophthalmic,Infections and infestations
AE:Herpes simplex,Herpes simplex,Infections and infestations
AE:Hiatus hernia,Hiatus hernia,General disorders and administration site conditions
AE:Hip surgery,Hip surgery,Surgical and medical procedures
AE:Histoplasmosis,Histoplasmosis,Unclassified
AE:Hodgkin's disease,Hodgkin's disease,Unclassified
AE:Hordeolum,Hordeolum,Unclassified
AE:Human anti-human antibody test,Human anti-human antibody test,Unclassified
AE:Human antichimeric antibody positive,Human antichimeric antibody positive,Unclassified
AE:Humerus fracture,Humerus fracture,"Injury, poisoning and procedural complications"
AE:Hydronephrosis,Hydronephrosis,Unclassified
AE:Hypergammaglobulinaemia benign monoclonal,Hypergammaglobulinaemia benign monoclonal,Unclassified
AE:Hyperkeratosis,Hyperkeratosis,Unclassified
AE:Hypersensitivity vasculitis,Hypersensitivity vasculitis,Immune system disorders
AE:Hypertensive crisis,Hypertensive crisis,Unclassified
AE:Hyperthyroidism,Hyperthyroidism,Unclassified
AE:Hypertransaminasaemia,Hypertransaminasaemia,Unclassified
AE:Hypocalcaemia,Hypocalcaemia,Unclassified
AE:Hypocholesterolaemia,Hypocholesterolaemia,Unclassified
AE:Hypogammaglobulinaemia,Hypogammaglobulinaemia,Unclassified
AE:Hypokalaemia,Hypokalaemia,Unclassified
AE:Hypokinesia,Hypokinesia,Unclassified
AE:Hysterectomy,Hysterectomy,Unclassified
AE:Ileostomy,Ileostomy,Unclassified
AE:Ileus,Ileus,Gastrointestinal disorders
AE:Immobile,Immobile,Unclassified
AE:Immune system disorder,Immune system disorder,Immune system disorders
AE:Immune thrombocytopenia,Immune thrombocytopenia,Unclassified
AE:Immunoglobulins decreased,Immunoglobulins decreased,Investigations
AE:Immunosuppression,Immunosuppression,Unclassified
AE:Impaired gastric emptying,Impaired gastric emptying,Gastrointestinal disorders
AE:Impaired quality of life,Impaired quality of life,Unclassified
AE:Impaired work ability,Impaired work ability,Unclassified
AE:Incision site haemorrhage,Incision site haemorrhage,"Injury, poisoning and procedural complications"
AE:Incorrect product storage,Incorrect product storage,Product issues
AE:Incorrect route of drug administration,Incorrect route of drug administration,Unclassified
AE:Incorrect storage of drug,Incorrect storage of drug,Unclassified
AE:Infected bite,Infected bite,"Injury, poisoning and procedural complications"
AE:Infected cyst,Infected cyst,"Neoplasms benign, malignant and unspecified"
AE:Infected skin ulcer,Infected skin ulcer,Skin and subcutaneous tissue disorders
AE:Infiltration anaesthesia,Infiltration anaesthesia,Unclassified
AE:Inflammatory marker increased,Inflammatory marker increased,Investigations
AE:Inflammatory pain,Inflammatory pain,General disorders and administration site conditions
AE:Infusion site extravasation,Infusion site extravasation,General disorders and administration site conditions
AE:Infusion site pain,Infusion site pain,General disorders and administration site conditions
AE:Infusion site reaction,Infusion site reaction,General disorders and administration site conditions
AE:Infusion site swelling,Infusion site swelling,General disorders and administration site conditions
AE:Ingrowing nail,Ingrowing nail,Unclassified
AE:Inguinal hernia,Inguinal hernia,General disorders and administration site conditions
AE:Injection related reaction,Injection related reaction,Unclassified
AE:Injection site discharge,Injection site discharge,General disorders and administration site conditions
AE:Injection site injury,Injection site injury,"Injury, poisoning and procedural complications"
AE:Injection site oedema,Injection site oedema,General disorders and administration site conditions
AE:Internal haemorrhage,Internal haemorrhage,"Injury, poisoning and procedural complications"
AE:Intervertebral disc degeneration,Intervertebral disc degeneration,Musculoskeletal and connective tissue disorders
AE:Intervertebral disc disorder,Intervertebral disc disorder,Musculoskeletal and connective tissue disorders
AE:Intervertebral disc operation,Intervertebral disc operation,Musculoskeletal and connective tissue disorders
AE:Intervertebral disc space narrowing,Intervertebral disc space narrowing,Musculoskeletal and connective tissue disorders
AE:Intervertebral discitis,Intervertebral discitis,Musculoskeletal and connective tissue disorders
AE:Intestinal haemorrhage,Intestinal haemorrhage,"Injury, poisoning and procedural complications"
AE:Intestinal operation,Intestinal operation,Unclassified
AE:Intestinal perforation,Intestinal perforation,Unclassified
AE:Intestinal polyp,Intestinal polyp,"Neoplasms benign, malignant and unspecified"
AE:Intestinal sepsis,Intestinal sepsis,Infections and infestations
AE:Intra-abdominal fluid collection,Intra-abdominal fluid collection,Gastrointestinal disorders
AE:Intracranial aneurysm,Intracranial aneurysm,Nervous system disorders
AE:Intracranial pressure increased,Intracranial pressure increased,Investigations
AE:Intraocular pressure increased,Intraocular pressure increased,Eye disorders
AE:Invasive breast carcinoma,Invasive breast carcinoma,"Neoplasms benign, malignant and unspecified"
AE:Invasive ductal breast carcinoma,Invasive ductal breast carcinoma,"Neoplasms benign, malignant and unspecified"
AE:Investigation abnormal,Investigation abnormal,Investigations
AE:Iodine allergy,Iodine allergy,Unclassified
AE:Iritis,Iritis,Eye disorders
AE:Iron deficiency anaemia,Iron deficiency anaemia,Blood and lymphatic system disorders
AE:Ischaemic stroke,Ischaemic stroke,Nervous system disorders
AE:Jaw fracture,Jaw fracture,"Injury, poisoning and procedural complications"
AE:Joint ankylosis,Joint ankylosis,Musculoskeletal and connective tissue disorders
