drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",CHEMBL1060,A06AG01,sodium phosphate,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",CHEMBL1060,V03AG05,sodium phosphate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AG,Drugs for treatment of hypercalcemia
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",CHEMBL1060,A06AD17,sodium phosphate,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AD,Osmotically acting laxatives
SODIUM PICOSULFATE,CHEMBL1697768,A06AB58,"sodium picosulfate, combinations",A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AB,Contact laxatives
SODIUM PICOSULFATE,CHEMBL1697768,A06AB08,sodium picosulfate,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AB,Contact laxatives
SODIUM POLYSTYRENE SULFONATE,CHEMBL1201484,V03AE01,polystyrene sulfonate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
SODIUM PROPIONATE MONOHYDRATE,CHEMBL3989705,S01AX10,sodium propionate,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AX,Other antiinfectives
SODIUM SALICYLATE,CHEMBL447868,N02BA04,sodium salicylate,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives
SODIUM SELENATE,CHEMBL114503,A12CE01,sodium selenate,A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12C,OTHER MINERAL SUPPLEMENTS,A12CE,Selenium
SODIUM SELENITE,CHEMBL112302,A12CE02,sodium selenite,A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12C,OTHER MINERAL SUPPLEMENTS,A12CE,Selenium
SODIUM SELENITE,CHEMBL112302,B05XA20,sodium selenite,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05X,I.V. SOLUTION ADDITIVES,B05XA,Electrolyte solutions
SODIUM STIBOGLUCONATE,CHEMBL6067962,P01CB02,sodium stibogluconate,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CB,Antimony compounds
SODIUM SULFATE,CHEMBL3989856,A12CA02,sodium sulfate,A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12C,OTHER MINERAL SUPPLEMENTS,A12CA,Sodium
SODIUM SULFATE,CHEMBL3989856,A06AD13,sodium sulfate,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AD,Osmotically acting laxatives
SODIUM TARTRATE,CHEMBL2107781,A06AD21,sodium tartrate,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AD,Osmotically acting laxatives
SODIUM TETRADECYL SULFATE,CHEMBL1200354,C05BB04,sodium tetradecyl sulfate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection
SODIUM ZIRCONIUM CYCLOSILICATE,CHEMBL3301592,V03AE10,sodium zirconium cyclosilicate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
SOFOSBUVIR,CHEMBL1259059,J05AP08,sofosbuvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
SOLIFENACIN,CHEMBL1734,G04BD08,solifenacin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence
SOLITHROMYCIN,CHEMBL1232510,J01FA16,solithromycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides
SOLRIAMFETOL,CHEMBL4297620,N06BA14,solriamfetol,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics
SOMAPACITAN,CHEMBL3707290,H01AC07,somapacitan,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists
SOMATORELIN,CHEMBL2108862,V04CD05,somatorelin,V,VARIOUS,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS,V04CD,Tests for pituitary function
SOMATOSTATIN,CHEMBL1823872,H01CB01,somatostatin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues
SOMATREM,CHEMBL1201620,H01AC02,somatrem,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists
SOMATROGON,CHEMBL4297830,H01AC08,somatrogon,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists
SOMATROPIN,CHEMBL1201621,H01AC01,somatropin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists
SONIDEGIB,CHEMBL2105737,L01XJ02,sonidegib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XJ,Hedgehog pathway inhibitors
SORAFENIB,CHEMBL1336,L01EX02,sorafenib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EX,Other protein kinase inhibitors
SORBITOL,CHEMBL1682,V04CC01,sorbitol,V,VARIOUS,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS,V04CC,Tests for bile duct patency
SORBITOL,CHEMBL1682,B05CX02,sorbitol,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CX,Other irrigating solutions
SORBITOL,CHEMBL1682,A06AD18,sorbitol,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AD,Osmotically acting laxatives
SORBITOL,CHEMBL1682,A06AG07,sorbitol,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas
SOTAGLIFLOZIN,CHEMBL3039507,A10BK06,sotagliflozin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors
SOTALOL,CHEMBL471,C07AA07,sotalol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
SOTATERCEPT,CHEMBL1743073,C02KX06,sotatercept,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension
SOTORASIB,CHEMBL4535757,L01XX73,sotorasib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents
SOTROVIMAB,CHEMBL4650524,J06BD05,sotrovimab,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BD,Antiviral monoclonal antibodies
SPAGLUMIC ACID,CHEMBL2105616,R01AC05,spaglumic acid,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AC,"Antiallergic agents, excl. corticosteroids"
SPAGLUMIC ACID,CHEMBL2105616,S01GX03,spaglumic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics
SPARFLOXACIN,CHEMBL850,J01MA09,sparfloxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,Fluoroquinolones
SPARSENTAN,CHEMBL539423,C09XX01,sparsentan,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XX,Other agents acting on the renin-angiotensin system
SPARTEINE,CHEMBL1908847,C01BA04,sparteine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BA,"Antiarrhythmics, class Ia"
SPECTINOMYCIN,CHEMBL1167,J01XX04,spectinomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials
SPESOLIMAB,CHEMBL4297911,L04AC22,spesolimab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors
SPIRAMYCIN,CHEMBL453514,J01FA02,spiramycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides
SPIRAPRIL,CHEMBL431,C09AA11,spirapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
SPIRONOLACTONE,CHEMBL1393,C03DA01,spironolactone,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DA,Aldosterone antagonists
ST. JOHN'S WORT,CHEMBL2108102,N06AX25,Hyperici herba,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants
STANNOUS FLUORIDE,CHEMBL1909079,A01AA04,stannous fluoride,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AA,Caries prophylactic agents
STANOLONE,CHEMBL27769,A14AA01,androstanolone,A,ALIMENTARY TRACT AND METABOLISM,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,A14A,ANABOLIC STEROIDS,A14AA,Androstan derivatives
STANOLONE,CHEMBL27769,G03BB02,androstanolone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BB,5-androstanon (3) derivatives
STANOZOLOL,CHEMBL2079587,A14AA02,stanozolol,A,ALIMENTARY TRACT AND METABOLISM,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,A14A,ANABOLIC STEROIDS,A14AA,Androstan derivatives
STAVUDINE,CHEMBL991,J05AF04,stavudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
STEPRONIN,CHEMBL2107531,R05CB11,stepronin,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CB,Mucolytics
STIBOPHEN,CHEMBL1788389,P02BX03,stibophen,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BX,Other antitrematodal agents
STIRIPENTOL,CHEMBL1983350,N03AX17,stiripentol,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics
STREPTODUOCIN,CHEMBL6067982,J01GA02,streptoduocin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01G,AMINOGLYCOSIDE ANTIBACTERIALS,J01GA,Streptomycins
STREPTOKINASE,CHEMBL2108147,B01AD01,streptokinase,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes
STREPTOKINASE,CHEMBL2108147,B06AA55,"streptokinase, combinations",B,BLOOD AND BLOOD FORMING ORGANS,B06,OTHER HEMATOLOGICAL AGENTS,B06A,OTHER HEMATOLOGICAL AGENTS,B06AA,Enzymes
STREPTOMYCIN,CHEMBL372795,J01GA01,streptomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01G,AMINOGLYCOSIDE ANTIBACTERIALS,J01GA,Streptomycins
STREPTOMYCIN,CHEMBL372795,A07AA04,streptomycin,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics
STREPTOMYCIN,CHEMBL372795,A07AA54,"streptomycin, combinations",A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics
STREPTOZOCIN,CHEMBL1977579,L01AD04,streptozocin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AD,Nitrosoureas
STRONTIUM CHLORIDE SR 89,CHEMBL1200625,V10BX01,strontium (89Sr) chloride,V,VARIOUS,V10,THERAPEUTIC RADIOPHARMACEUTICALS,V10B,PAIN PALLIATION (BONE SEEKING AGENTS),V10BX,Various pain palliation radiopharmaceuticals
STRONTIUM RANELATE,CHEMBL3707306,M05BX03,strontium ranelate,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BX,Other drugs affecting bone structure and mineralization
STYRAMATE,CHEMBL2104534,M03BA04,styramate,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BA,Carbamic acid esters
SUCCINIMIDE,CHEMBL275661,G04BX10,succinimide,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BX,Other urologicals
SUCCINYLSULFATHIAZOLE,CHEMBL1484857,A07AB04,succinylsulfathiazole,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AB,Sulfonamides
SUCRALFATE,CHEMBL6067980,A02BX02,sucralfate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
SUFENTANIL,CHEMBL658,N01AH03,sufentanil,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AH,Opioid anesthetics
SUGAMMADEX,CHEMBL2111107,V03AB35,sugammadex,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes
"SUGAR, INVERT",CHEMBL1201647,C05BB03,invert sugar,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection
SUGEMALIMAB,CHEMBL4594535,L01FF11,sugemalimab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FF,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors
SULBACTAM,CHEMBL403,J01CG01,sulbactam,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CG,Beta-lactamase inhibitors
SULBENICILLIN,CHEMBL1256734,J01CA16,sulbenicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum
SULBENTINE,CHEMBL151803,D01AE09,sulbentine,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use
SULBUTIAMINE,CHEMBL1874002,A11DA02,sulbutiamine,A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain"
SULCONAZOLE,CHEMBL1221,D01AC09,sulconazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives
SULESOMAB,CHEMBL2108809,V09HA04,technetium (99mTc) sulesomab,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09H,INFLAMMATION AND INFECTION DETECTION,V09HA,Technetium (99mTc) compounds
SULFACETAMIDE,CHEMBL455,S01AB04,sulfacetamide,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides
SULFACETAMIDE,CHEMBL455,D10AF06,sulfacetamide,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne
SULFADIAZINE,CHEMBL439,J01EC02,sulfadiazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EC,Intermediate-acting sulfonamides
"SULFADIAZINE, SILVER",CHEMBL1382627,D06BA51,"silver sulfadiazine, combinations",D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides
"SULFADIAZINE, SILVER",CHEMBL1382627,D06BA01,silver sulfadiazine,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides
SULFADICRAMIDE,CHEMBL2104910,S01AB03,sulfadicramide,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides
SULFADIMETHOXINE,CHEMBL62193,J01ED01,sulfadimethoxine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAGUANIDINE,CHEMBL338802,A07AB03,sulfaguanidine,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AB,Sulfonamides
SULFALENE,CHEMBL1525826,J01ED02,sulfalene,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAMAZONE,CHEMBL2104921,J01ED09,sulfamazone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAMERAZINE,CHEMBL438,D06BA06,sulfamerazine,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides
SULFAMERAZINE,CHEMBL438,J01ED07,sulfamerazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAMETER,CHEMBL1200359,J01ED04,sulfametoxydiazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAMETHAZINE,CHEMBL446,J01EB03,sulfadimidine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides
SULFAMETHIZOLE,CHEMBL1191,S01AB01,sulfamethizole,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides
SULFAMETHIZOLE,CHEMBL1191,D06BA04,sulfamethizole,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides
SULFAMETHIZOLE,CHEMBL1191,J01EB02,sulfamethizole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides
SULFAMETHIZOLE,CHEMBL1191,B05CA04,sulfamethizole,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CA,Antiinfectives
SULFAMETHOXAZOLE,CHEMBL443,J01EC01,sulfamethoxazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EC,Intermediate-acting sulfonamides
SULFAMETHOXYPYRIDAZINE,CHEMBL268869,J01ED05,sulfamethoxypyridazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAMETOMIDINE,CHEMBL485940,J01ED03,sulfametomidine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAMOXOLE,CHEMBL2105399,J01EC03,sulfamoxole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EC,Intermediate-acting sulfonamides
SULFANILAMIDE,CHEMBL21,D06BA05,sulfanilamide,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides
SULFANILAMIDE,CHEMBL21,J01EB06,sulfanilamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides
SULFAPERIN,CHEMBL2105499,J01ED06,sulfaperin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAPHENAZOLE,CHEMBL1109,J01ED08,sulfaphenazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01ED,Long-acting sulfonamides
SULFAPHENAZOLE,CHEMBL1109,S01AB05,sulfafenazol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides
SULFAPYRIDINE,CHEMBL700,J01EB04,sulfapyridine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides
