drug	cluster	pca1	pca2
MINERAL OIL	14	-1.7252886	-0.9700002
MINERAL OIL\PETROLATUM	12	-0.25830844	-4.0495853
MINERALS, UNSPECIFIED	5	-3.678072	1.561798
MINERALS, UNSPECIFIED;VITAMINS, UNSPECIFIED	4	-1.2551436	-3.07885
MINERALS, UNSPECIFIED;VITAMINS, UNSPECIFIED;NUTRIENTS, UNSPECIFIED	4	-2.36888	-4.4621434
MINERALS\VITAMINS	15	-5.2049394	-0.70321566
MINOCYCLINE	19	0.50481194	-1.1347821
MINOCYCLINE HYDROCHLORIDE	4	-3.30345	-2.2739542
MINODRONIC ACID	8	4.3858666	-1.7275635
MINOXIDIL	18	0.2746258	-2.2945693
MIPOMERSEN	15	-4.613993	-3.1339855
MIRABEGRON	18	1.2521839	-2.4594162
MIRIKIZUMAB	16	-3.7963538	-2.566054
MIRTAZAPINE	19	3.1562319	-0.39694187
MIRVASO TOPICAL GEL, 0.33%	12	-1.4022381	-3.3282125
MIRVETUXIMAB SORAVTANSINE	5	-5.758507	-1.1646525
MISOPROSTOL	6	-1.2849749	0.5424855
MITAPIVAT	15	-5.922849	-2.8364449
MITOMYCIN	9	-4.226968	3.4074674
MITOTANE	9	-2.8532162	1.3488821
MITOXANTRONE	9	0.22860833	2.3202164
MITOXANTRONE HYDROCHLORIDE	9	-0.07166774	4.7003055
MITRAGYNA SPP	3	2.5180895	4.0540047
MIVACURIUM	15	-2.7302852	-0.44676608
MIZORIBINE	9	-1.7820634	3.5131004
MOBOCERTINIB	15	-5.020227	0.18746372
MOCLOBEMIDE	0	-1.2422817	3.414532
MODAFINIL	18	-1.5195096	-0.66340524
MOGAMULIZUMAB	1	-0.10975731	1.4999417
MOLNUPIRAVIR	18	-1.7134407	0.9434048
MOLSIDOMINE	6	-2.9295557	2.0065231
MOMELOTINIB	9	-3.6270924	4.0216336
MOMETASONE	18	0.67765015	-2.2897942
MOMETASONE FUROATE	15	-4.498649	-2.1892536
MOMETASONE FUROATE\SALICYLIC ACID	14	-2.4901857	-3.3180158
MONASCUS SPP	8	5.691086	-1.6965847
MONTELUKAST	19	2.603318	-1.0426784
MONTELUKAST SODIUM	18	-0.6310016	-1.6507531
MONTMORILLONITE	13	1.0109768	1.0798056
MORNIFLUMATE	14	-0.8523722	-1.6083912
MORPHINE	19	3.8523273	-1.0706978
MORPHINE SULFATE	18	0.79293704	-0.33160147
MORPHINE;NALTREXONE	0	-4.674591	0.6716499
MOSAPRIDE	8	3.5889373	0.062987134
MOSUNETUZUMAB	9	0.18476398	4.713848
MOXETUMOMAB PASUDOTOX	8	6.1812615	-1.5811796
MOXIFLOXACIN	19	2.1769633	-1.7908846
MOXIFLOXACIN HYDROCHLORIDE	14	-3.1103528	-1.5784607
MOXONIDINE	6	-0.8565789	1.5696212
MULTIENZYMES	19	1.2356917	-0.6110246
MUMPS VIRUS STRAIN B LEVEL JERYL LYNN LIVE ANTIGEN	9	-1.6048292	2.1017458
MUPIROCIN	18	-3.2160778	-2.9957807
MUROMONAB-CD3	13	1.2059349	1.0307373
MUSCLE RELAXANTS, UNSPECIFIED	3	4.1536255	4.1571813
MYCOPHENOLATE MOFETIL	19	2.9819686	0.07851802
MYCOPHENOLIC ACID	8	4.1284394	-1.6915224
MYLAN FENTANYL TRANSDERMAL SYSTEM	1	2.3758094	-3.184656
N-DESETHYLISOTONITAZENE	3	4.1868024	1.0608691
NABILONE	0	-2.5329664	0.6082367
NABUMETONE	0	-4.1475844	2.2387018
NADOFARAGENE FIRADENOVEC	8	1.9968805	-1.694317
NADOLOL	18	-2.5301611	0.10746689
NADROPARIN	6	-0.5653583	2.3434472
NAFAMOSTAT	13	1.0903962	-0.46629182
NAFARELIN	5	-4.649364	0.95037735
NAFCILLIN	17	-1.2859987	3.3056169
NAFTIDROFURYL	17	2.9022288	4.941323
NAFTIFINE	12	-1.3402227	-5.003001
NALBUPHINE	0	1.9173666	0.6385854
NALBUPHINE HYDROCHLORIDE	2	3.4089363	-2.5680592
NALDEMEDINE	5	-3.9109776	2.2601836
NALMEFENE	17	3.132374	4.737308
NALOXEGOL	18	-3.2009854	1.2310028
NALOXONE	0	0.076422326	2.0276089
NALOXONE HYDROCHLORIDE	1	2.6683195	1.1697779
NALOXONE HYDROCHLORIDE\OXYCODONE HYDROCHLORIDE	10	-1.808519	1.5426427
NALOXONE HYDROCHLORIDE\TILIDINE HYDROCHLORIDE	0	-1.2886975	1.9639643
NALOXONE;OXYCODONE	0	-2.0536418	2.337892
NALOXONE;PENTAZOCINE	2	3.7311988	-2.1748767
NALOXONE;TILIDINE	18	-1.7274921	-0.54940945
NALTREXONE	18	1.4725657	-1.1404853
NALTREXONE HYDROCHLORIDE	5	-1.6838272	0.32425985
NANDROLONE	3	1.9948168	3.3586159
NANDROLONE DECANOATE	3	5.8249226	-0.48921722
NAPHAZOLINE HYDROCHLORIDE\PHENIRAMINE MALEATE	1	3.546525	-2.5444489
NAPHAZOLINE;PHENIRAMINE	12	-1.9974966	-4.0219083
NAPROXEN	19	2.937466	-1.4600691
NAPROXEN SODIUM	18	-1.7698355	-1.5934672
NAPROXEN;PSEUDOEPHEDRINE	13	0.30477303	-2.7616756
NAPROXEN;SUMATRIPTAN	5	-2.3113155	-1.3774843
NARATRIPTAN	15	-4.8941507	-0.95936996
NARATRIPTAN HYDROCHLORIDE	5	-2.3133554	-1.9939626
NATALIZUMAB	19	3.783524	-1.0349672
NATAMYCIN	11	-2.0910113	-0.26658678
NATEGLINIDE	1	1.9135863	-0.10577337
NAVITOCLAX	8	3.2188382	0.15550238
NAXITAMAB	7	0.73424613	-0.858916
NEBIVOLOL	6	0.57570857	1.4146506
NECITUMUMAB	9	-3.484016	2.3176959
NEDAPLATIN	9	-1.9207699	3.2414448
NEFAZODONE	0	-3.0567684	-0.5226592
NEFOPAM	17	0.51327056	5.0522637
NELARABINE	9	-1.1482989	4.7188735
NELFINAVIR	9	-1.0368721	2.470591
NEMOLIZUMAB	15	-2.0631745	-3.3222148
NEOMYCIN	4	-2.1714594	-4.0131807
NEOMYCIN SULFATE	15	-3.9086406	-3.2438254
NEOMYCIN SULFATE\POLYMYXIN B SULFATE	2	4.2769127	-2.6201246
NEOSTIGMINE	17	0.92656255	3.0569143
NEOSTIGMINE METHYLSULFATE	17	4.878543	2.4417994
NEPAFENAC	12	-3.0485072	-3.2674856
NERATINIB	9	-3.1925778	0.15956418
NETARSUDIL	12	-1.4130541	-5.453483
NETILMICIN	9	0.11203899	1.7858509
NETUPITANT;PALONOSETRON	9	-2.7413232	4.1145344
NEVIRAPINE	6	-0.1975126	1.8162549
NIACIN	7	-4.0200987	-1.7615521
NIAPRAZINE	0	-0.115790725	1.6538259
NICARDIPINE	17	-0.16071515	7.0249715
NICARDIPINE HYDROCHLORIDE	17	1.9081419	5.072056
NICKEL	2	4.455015	-2.454673
NICODERM CQ CLEAR 7MG	1	2.9100425	-1.3674277
NICOMORPHINE	16	-4.5999675	-1.6030135
NICORANDIL	17	0.083067745	5.2865005
NICORETTE FRUIT CHILL OTC 2MG	1	3.7536347	-1.9587618
NICORETTE FRUIT CHILL OTC 4MG	8	5.440497	-1.6381534
NICORETTE MINIS MINT 2 MG	8	5.114693	-1.9292399
NICORETTE NICOTINE POLACRILEX LOZENGE, 2MG	8	5.181666	-1.4800953
NICORETTE NICOTINE POLACRILEX LOZENGE, 4MG	8	5.1075854	-2.0032938
NICORETTE NICOTINE POLACRILEX MINT LOZENGE, 4MG	8	5.5323358	-2.0222862
NICORETTE OTC 2MG	8	5.508467	-1.9614733
NICORETTE OTC 4MG	8	5.248297	-1.5585285
NICOTIANA SPP	0	2.4066815	3.1238317
NICOTINE	18	1.0263859	-1.6781553
NICOTINE PATCH UNKNOWN BRAND	1	3.5013719	-2.0398986
NICOTINE POLACRILEX GUM	8	5.7270284	-1.3792591
NICOTINE POLACRILEX GUM 2 MG	8	5.2621365	-1.3750037
NICOTINE POLACRILEX GUM 4 MG ORIGINAL	8	5.2870536	-0.98433983
NICOTINELL GUM	8	5.7365675	-1.0079623
NICOTINE\TOBACCO LEAF	3	5.9661226	-0.47290263
NIFEDIPINE	19	0.82882136	0.4083223
NIFLUMIC ACID	8	5.1009216	-0.8938611
NIFUROXAZIDE	0	1.8977265	3.1217139
NIKETHAMIDE	6	2.278632	2.1540558
NILOTINIB	19	2.8575048	-0.63482744
NILUTAMIDE	7	-1.6771876	-0.6301513
NIMESULIDE	6	-2.8688147	1.8279064
NIMODIPINE	17	3.4495773	5.3435836
NINTEDANIB	19	2.1243293	-0.7366623
NIRAPARIB	19	1.5881034	-1.7698991
NIRMATRELVIR	3	3.8755076	2.4375744
NIRMATRELVIR;RITONAVIR	19	1.4551811	-1.1130289
NIROGACESTAT	15	-5.459533	-2.8735437
NIRSEVIMAB	7	-3.171761	0.39944223
NISOLDIPINE	2	3.937555	-2.2142105
NITAZOXANIDE	5	-5.947724	-0.89084834
NITISINONE	5	-2.4203482	1.4480711
NITRAZEPAM	0	-1.1097037	2.3927157
NITRENDIPINE	6	-0.9897474	1.4395005
NITRIC OXIDE	17	0.08877101	3.9754453
NITROFURANTOIN	19	1.1279563	-0.8507355
NITROFURANTOIN\NITROFURANTOIN MONOHYDRATE	7	-2.8222654	0.47459564
NITROFURAZONE	4	-2.7839975	-3.9566307
NITROGLYCERIN	18	-1.6650059	0.35552326
NITROPRUSSIDE	1	3.2374876	2.3847373
NITROUS OXIDE	0	-0.5155075	3.4223514
NIVOLUMAB	19	3.3939846	-0.5471129
NIVOLUMAB, TRIAL	5	1.7365675	1.8380594
NIVOLUMAB;RELATLIMAB	9	0.8864669	-0.018346196
NIZATIDINE	2	3.298161	-2.1481545
NO MEDICATION	6	-3.7395036	2.573305
NOMEGESTROL	0	-2.7944818	-0.88940287
NONSTEROIDEAL ANTIINFLAMMATORIES, UNSPECIFIED	1	-1.9449971	-1.8026243
NOOPEPT	0	2.236411	2.7896457
NORBUPRENORPHINE	3	5.2900267	-0.24998325
NORDAZEPAM	0	1.2017951	4.8096523
NOREPINEPHRINE	19	1.4658966	2.7680655
NOREPINEPHRINE BITARTRATE	17	0.8227987	5.1029377
NOREPINEPHRINE HYDROCHLORIDE, (+/-)-	8	5.547492	-0.24287751
NORETHINDRONE	5	-3.0432463	-1.9793752
NORETHINDRONE ACETATE	15	-4.581192	-1.1691585
NORETHISTERONE	15	-2.6670773	0.14091036
NORFENTANYL	3	6.001326	0.79921615
NORFLOXACIN	0	-2.8160882	1.0137787
NORFLUOXETINE	3	5.907934	0.887518
NORGESTREL	15	-4.885723	-1.3584462
NORTRIPTYLINE	18	0.43217447	0.3268716
NORTRIPTYLINE HYDROCHLORIDE	4	-2.035405	-0.7145801
NOSCAPINE	0	-2.0919049	1.0092994
NUSINERSEN	18	-1.3268489	0.44889992
NUTRIENTS, UNSPECIFIED	18	0.018348515	-3.0335748
NUTRIENTS, UNSPECIFIED;VITAMIN E	8	1.7024335	1.929876
NUVARING ETHINYL ESTRADIOL) VAGINAL RING	8	3.5197136	-0.5612986
NYSTATIN	18	-1.4672363	-2.652436
NYSTATIN;TRIAMCINOLONE	1	3.2128253	-2.1193876
NYSTATIN\ZINC OXIDE	14	-0.111342825	-3.041576
OBETICHOLIC ACID	18	-1.4646367	-0.99470437
OBINUTUZUMAB	19	1.4530636	0.3903025
OCRELIZUMAB	19	2.8538132	-1.3530884
OCRIPLASMIN	12	0.84149915	-2.0685613
OCTANOIC ACID	7	-2.5239005	-0.7547858
OCTINOXATE;OCTISALATE;OCTOCRILENE;OXYBENZONE;TITANIUM	19	1.3823469	-3.1983442
OCTINOXATE\OCTISALATE\ZINC OXIDE	8	3.6718874	-3.1463451
OCTINOXATE\OCTOCRYLENE	8	5.888407	-2.0438592
OCTINOXATE\ZINC OXIDE	7	-0.8452904	-3.9446995
OCTREOTIDE	19	3.5655537	-1.0917499
OCTREOTIDE ACETATE	15	-4.571325	-0.2538395
ODEVIXIBAT	5	-3.5139914	0.1339702
OFATUMUMAB	19	1.524935	-1.2131819
OFLOXACIN	18	-0.42039073	-0.18273075
OLANZAPINE	19	3.4035146	-0.668204
OLANZAPINE;SAMIDORPHAN	0	-3.3815675	1.8060539
OLAPARIB	19	0.3071214	-0.45568326
OLAPARIB, TRIAL	8	3.7338831	1.2883502
OLARATUMAB	9	-2.2054658	3.3925197
OLMESARTAN	19	0.7254643	0.1544196
OLMESARTAN MEDOXOMIL	6	-3.0917523	4.130798
OLODATEROL	14	-2.1677587	-2.4881215
OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE	14	-2.673218	-1.971544
OLODATEROL, TRIAL;TIOTROPIUM, TRIAL	8	1.7922065	-0.3684046
OLODATEROL;TIOTROPIUM	18	-1.1616759	0.09406367
OLOPATADINE	12	-3.494981	-3.8138764
OLOPATADINE HYDROCHLORIDE	12	-0.10908254	-4.9205294
OLUTASIDENIB	5	-2.5783947	1.5718681
OMACETAXINE	9	-4.268195	1.2919065
OMADACYCLINE	15	-4.797633	0.41655773
OMALIZUMAB	19	3.9169517	-1.5365866
OMAVELOXOLONE	15	-4.245616	0.7136704
OMBITASVIR	8	3.921877	1.6613111
OMBITASVIR;PARITAPREVIR;RITONAVIR	6	-0.0009958203	2.2766078
OMEGA-3-ACID ETHYL ESTERS	15	-1.7954036	-1.6755533
OMEPRAZOLE	19	3.8055973	-1.4172212
OMEPRAZOLE MAGNESIUM	6	-3.7447197	2.343991
OMEPRAZOLE SODIUM	6	0.80944484	0.49472168
OMEPRAZOLE;SODIUM BICARBONATE	15	-3.9930518	0.94072723
OMEPRAZOLE\SODIUM BICARBONATE	19	3.9993417	2.034519
OMIDENEPAG ISOPROPYL	8	3.6926901	-2.6439884
ONASEMNOGENE ABEPARVOVEC	6	-0.3787762	2.7480493
ONDANSETRON	19	2.3981762	-0.8259202
ONDANSETRON HYDROCHLORIDE	18	-1.913122	-0.26923168
OPICAPONE	0	-2.49683	2.1497943
OPIOIDS, UNSPECIFIED	0	0.1418333	3.215306
OPIPRAMOL	0	-1.5253763	3.3155859
OPIUM	6	-1.5706033	3.2164078
OPIUM;PARACETAMOL	0	0.9429967	6.082913
ORELABRUTINIB	9	1.6270986	4.526619
ORITAVANCIN	7	-4.3301973	0.10194142
ORLISTAT	18	-1.327922	-0.14651634
ORNIDAZOLE	8	4.123102	-0.07227189
ORNITHINE	8	3.2282414	2.7136357
ORPHENADRINE	0	-3.1572175	1.2187951
ORYZANOL	0	1.4932283	0.88786656
OSELTAMIVIR	19	1.1045374	-0.34589374
OSELTAMIVIR PHOSPHATE	5	-5.151699	0.8618504
OSIMERTINIB	19	1.2541556	-0.70440084
OSIMERTINIB MESYLATE	8	5.754937	-1.5082783
OSPEMIFENE	15	-4.1117444	-2.810377
OSTILODROSTAT	15	-6.132425	0.32129064
OTESECONAZOLE	5	-2.9461865	-1.105381
OTILIMAB	8	5.1274185	-0.89468926
OTILONIUM	14	-1.7852966	-2.0651336
OXACILLIN	9	-0.43310103	3.867705
OXALIPLATIN	19	3.5090697	-0.34084997
OXANDROLONE	13	2.885524	0.78317505
OXAPROZIN	4	-4.036702	-3.0720234
OXAZEPAM	19	2.3318315	1.8177993
OXAZOLAM	8	5.754302	-1.8099427
OXCARBAZEPINE	18	1.5331262	0.34054136
OXETORONE	0	-1.5813545	-1.8921622
OXITRIPTAN	0	-1.5744808	2.1951237
OXOMEMAZINE	3	3.9960673	5.052011
OXPRENOLOL	15	-5.6498528	-2.1140642
OXYBATE SODIUM	19	3.3418891	-1.3789511
OXYBUPROCAINE	8	3.849875	-2.0499444
OXYBUTYNIN	18	-0.29540917	-1.2469546
OXYBUTYNIN CHLORIDE	0	-3.8448951	2.9729846
OXYCODONE	19	3.858052	-0.941823
OXYCODONE HYDROCHLORIDE	18	0.65767854	-0.8998954
OXYCODONE+PARACETAMOL	3	6.0745206	-0.07335742
OXYCODONE;PARACETAMOL	19	2.871191	-1.158386
OXYGEN	18	-2.0300817	-0.14429276
OXYMETAZOLINE	12	-2.043103	-3.2553809
OXYMETAZOLINE HYDROCHLORIDE	19	1.6354097	-1.8117658
OXYMETAZOLINE HYDROCHLORIDE\PREDNISOLONE SODIUM PHOSPHATE	5	-0.7727073	-0.179507
OXYMETHOLONE	3	4.411804	0.3809342
OXYMORPHONE	18	0.24421869	0.018812729
OXYMORPHONE HYDROCHLORIDE	3	4.6299777	1.8617626
OXYTETRACYCLINE	2	1.3592484	-4.808674
OXYTOCIN	17	-0.9075074	3.6170256
OXYTOCIN\SODIUM CHLORIDE	8	6.4126496	-1.3396658
OZANIMOD	18	-1.3362441	-2.088594
PACLITAXEL	19	3.6234307	-0.53399414
PACLITAXEL  UNK, UNKUNK	8	3.0891078	-1.0551193
PACLITAXEL, TRIAL	8	1.697772	0.3842258
PACRITINIB	15	-5.6677256	0.53959477
PAFOLACIANINE SODIUM	5	-0.6581421	0.48316655
PALBOCICLIB	19	3.5996222	-1.4178201
PALIFERMIN	8	4.7047663	-0.08305911
PALIPERIDONE	19	2.1553464	0.34585997
PALIVIZUMAB	18	-0.7317857	-0.07941396
PALMIDROL	18	-1.8113104	-1.2631067
PALONOSETRON	9	-2.9085271	1.9884969
PALONOSETRON HYDROCHLORIDE	5	-6.173871	0.9194963
PALOVAROTENE	8	1.7355727	0.27731985
PAMIDRONATE DISODIUM	15	-4.060432	-2.0299702
PAMIDRONIC ACID	19	2.2802906	-1.3178756
PANAX SPP	11	-1.889459	-2.4724941
PANCURONIUM	19	5.0672817	3.7538986
PANCURONIUM BROMIDE	17	4.131271	2.9968178
PANITUMUMAB	19	0.19340532	0.17375462
PANOBINOSTAT	9	-3.00778	3.829101
PANOBINOSTAT, TRIAL	8	1.5859556	0.3413358
PANTOPRAZOLE	19	4.1102095	-1.5317866
PANTOPRAZOLE SODIUM	18	-1.0436068	-0.38450596
PAPAVER SPP;PARACETAMOL	17	1.2842786	5.5114727
PAPAVERINE	10	-3.0690444	0.94517046
PARACETAMOL	19	3.947206	-1.6277889
PARACETAMOL;ACETILSALYCILIC ACID;CAFFEINE	10	-1.0704738	2.614376
PARACETAMOL;ACETILSALYCILIC ACID;CAFFEINE;SALICYLAMIDE	1	1.0718018	-1.5645316
PARACETAMOL;BUTYLSCOPOLAMINE	12	-2.2318041	-1.8581154
PARACETAMOL;CHLORPHENAMINE;PHENYLEPHRINE	4	-4.7155094	-5.025357
PARACETAMOL;CODEINE;METHOCARBAMOL	4	-1.7097265	-4.3990655
PARACETAMOL;DEXTROMETHORPHAN;PHENYLEPHRINE	7	0.759572	-2.0388906
PARACETAMOL;DEXTROMETHORPHAN;PHENYLEPHRINE;DOXYLAMINE	8	4.8746977	-1.6528038
PARACETAMOL;IBUPROFEN	13	2.4081829	-1.0585438
PARACETAMOL;PSEUDOEPHEDRINE	4	-3.67883	-4.6758547
PARACETAMOL;PSEUDOEPHEDRINE;TRIPROLIDINE	3	6.018139	0.91337246
PARACETAMOL;TRAMADOL	19	1.0197128	-0.3776521
PARACETAMOL;VITAMIN C	5	-0.70020604	-1.7721678
PARAFFIN	12	-1.4102999	-1.8660371
PARAFLUOROFENTANYL	3	4.4051514	3.211036
PARALDEHYDE	17	1.8143067	2.3683622
PARATHYROID HORMONE	18	-2.7301645	-1.145493
PARECOXIB	17	1.1181273	4.4716883
PARICALCITOL	6	-0.7087337	1.4641595
PARITAPREVIR	3	4.4500537	0.8469633
PAROXETINE	19	3.1345954	-0.39599925
PAROXETINE HYDROCHLORIDE	0	-0.93095213	1.526277
PASIREOTIDE	6	-2.3364606	0.11049227
PASIREOTIDE, TRIAL	6	0.48514584	2.86009
PATENT BLUE V	8	4.0925183	-1.8019357
PATENT BLUE V CI 42051 E131	8	5.711871	-1.6070179
PATIROMER	18	-1.5430104	-1.0362705
PATISIRAN	15	-5.7246666	0.97450286
PAZOPANIB	19	1.6495448	-0.021597758
PEGASPARGASE	19	1.5966965	1.9547567
PEGCETACOPLAN	12	-1.421435	-2.0813603
PEGFILGRASTIM	19	1.8507898	-0.35832965
PEGINESATIDE	7	-3.3116555	1.2626799
PEGINTERFERON ALFA	9	-3.9933097	1.2907481
PEGINTERFERON ALFA-2A	19	1.7010236	-1.1876657
PEGINTERFERON ALFA-2B	19	1.1567752	-0.42587465
PEGINTERFERON ALFA-2B;RIBAVIRIN	5	-0.48504058	-0.26658008
PEGINTERFERON BETA-1A	18	0.80312204	-1.1302866
PEGINTERFERON LAMBDA-1A	7	0.45849872	-0.5898302
PEGINTERFERONS, UNSPECIFIED	15	-3.870535	1.4015216
PEGINTRON /01543001/	5	-4.7571664	1.6350316
PEGLOTICASE	7	-3.8322148	-0.6660655
PEGUNIGALSIDASE ALFA	5	-4.0703673	1.1440802
PEGVALIASE	15	-4.193228	-2.4489603
PEGVISOMANT	18	-1.2717882	-2.5325367
PEGVORHYALURONIDASE ALFA	5	0.84491783	-0.7985669
PEMBROLIZUMAB	19	3.1256385	-0.5770984
PEMBROLIZUMAB, TRIAL	8	2.8345318	-0.13836166
PEMETREXED	19	1.9619644	0.32407612
PEMETREXED, TRIAL	8	2.4033525	-0.18267791
PEMIGATINIB	1	0.33365136	-0.59415746
PEMOLINE	3	5.878183	0.8293127
PENCICLOVIR	1	2.696846	-1.5397526
PENICILLAMINE	4	-3.5003183	-1.4075911
PENICILLIN	2	4.3954124	-2.4847803
PENICILLIN G	15	-5.9870043	-2.4726121
PENICILLIN G 2-AMINO-4-METHYLPYRIMIDINE	4	-4.322971	-0.8558192
PENICILLIN G BENZATHINE\PENICILLIN G PROCAINE	2	4.496819	-2.5353255
PENICILLIN G POTASSIUM	2	4.6911025	-2.6804276
PENICILLIN G PROCAINE	2	-0.013883599	-2.871686
PENICILLIN G SODIUM	12	-3.949634	-3.6220744
PENICILLIN V POTASSIUM	7	-3.434239	-3.9791007
PENICILLINS, UNSPECIFIED	18	-2.1618059	-2.0946255
PENTAMIDINE	9	-0.6013731	2.9561443
PENTAZOCINE	17	-1.5409656	2.1299481
PENTOBARBITAL	17	3.119962	4.622601
PENTOSAN POLYSULFATE	11	-1.5659196	-1.2133572
PENTOSTATIN	9	-1.2078681	4.5235095
PENTOXIFYLLINE	6	-2.178893	2.7740712
PERAMIVIR	9	0.8066145	2.3391953
PERAMPANEL	0	0.22830458	2.9870036
PERAZINE	0	-1.2255514	3.5130305
PERCOCET /00867901/	3	5.6188555	0.34479317
PERDIEM OVERNIGHT RELIEF PILLS	8	5.5136423	-2.1739955
PERFLUTREN	18	-0.6355637	0.12504777
PERGOLIDE	1	0.24545741	-1.4296979
PERICIAZINE	3	3.2710688	5.543396
PERINDOPRIL	19	2.1475239	-0.41224477
PERINDOPRIL ARGININE	5	-3.2900863	1.0718219
PERINDOPRIL ERBUMINE	5	-4.438652	0.405563
PERITONEAL DIALYTICS, UNSPECIFIED	6	-4.175279	1.6458281
PERMETHRIN	12	-3.925022	-4.3103566
PEROSPIRONE	13	-0.06409418	1.0360532
PERPHENAZINE	0	-0.37825322	3.3620355
PERTUSSIS VACCINE	8	4.0647426	-0.52462876
PERTUZUMAB	19	2.3399022	-0.9307852
PERTUZUMAB;TRASTUZUMAB	15	-4.1186004	-0.4813254
PETHIDINE	18	-0.3837988	0.16433434
PETHIDINE;PROMETHAZINE	2	4.25185	-2.4892929
PEVONEDISTAT	9	-2.423428	3.1905663
PEVONEDISTAT, TRIAL	8	5.165955	-0.7963109
PEXIDARTINIB	18	-3.2023666	-1.6715593
PHENACETIN	3	3.2511365	4.328243
PHENAZEPAM	3	3.377632	3.647067
PHENAZOPYRIDINE	0	-3.9776895	2.7705433
PHENCYCLIDINE	3	3.6293988	3.8773177
PHENDIMETRAZINE TARTRATE	3	5.180802	-0.026239278
PHENELZINE	0	-4.101148	2.1834965
PHENELZINE SULFATE	1	3.8680184	-1.8927269
PHENETICILLIN	7	1.569524	-2.4867487
PHENIBUT	3	5.8060045	-0.46096846
PHENOBARBITAL	19	1.097609	2.0038018
PHENOBARBITAL SODIUM	8	5.3768625	1.8207982
PHENOLPHTHALEIN	10	-0.90103275	1.3117144
PHENOTHIAZINE	3	4.921888	1.8850595
PHENOXYETHANOL	11	-1.3034533	0.33954272
PHENOXYMETHYLPENICILLIN	18	-1.8488791	0.7425617
PHENPROCOUMON	6	0.30453935	2.5404408
PHENTERMINE	0	-2.339797	2.2257295
PHENTERMINE HYDROCHLORIDE	1	3.5917468	-1.8072288
PHENTERMINE;TOPIRAMATE	18	-2.5375433	-2.6622658
PHENTOLAMINE MESYLATE	8	4.4131827	-2.9307058
PHENYLALANINE	17	3.0640385	3.622526
PHENYLBUTAZONE	18	-1.6124685	-5.574428
PHENYLEPHRINE	19	1.1146095	-1.4297527
PHENYLEPHRINE HYDROCHLORIDE	4	-2.7833467	-1.3578429
PHENYLEPHRINE;PRAMOCAINE	8	5.033856	-1.4310329
PHENYLEPHRINE;TROPICAMIDE	19	2.6110013	-3.1616066
PHENYLPROPANOLAMINE	13	0.079719245	0.9069261
PHENYTOIN	19	2.0961347	0.7159023
PHENYTOIN SODIUM	0	-2.648919	4.120468
PHLEUM PRATENSE POLLEN	7	1.8123505	-2.3615565
PHLEUM SPP	7	-0.515353	-3.6919816
PHLOROGLUCINOL	6	-1.7456644	5.3243666
PHLOROGLUCINOL;TRIMETHYLPHLOROGLUCINOL	9	1.5334013	3.3638918
PHLOROGLUCINOL\1,3,5-TRIMETHOXYBENZENE	3	5.1711774	2.5854669
PHOLCODINE	3	3.0299587	3.8235173
PHOSPHOLIPIDS;UNSATURATED FATTY ACIDS	0	-3.8312051	2.055166
PHOSPHORUS	4	-0.8610603	-2.4691865
PHTHALYLSULFATHIAZOLE	4	-1.6629392	-2.866345
PHYTONADIONE	11	-0.75548285	2.2951787
PIBRENTASVIR	8	3.8783972	-1.041204
PIFLUFOLASTAT F18	1	3.5892627	-2.3674097
PILOCARPINE	12	-2.052172	-1.810117
PILOCARPINE HYDROCHLORIDE	14	-1.774282	-2.3984437
PIMAVANSERIN	18	1.6808993	-0.5628519
PIMECROLIMUS	12	-3.0770628	-5.1937704
PIMOZIDE	17	1.5962697	4.677958
PIMPINELLA SPP	8	5.8134294	-2.0858617
PINAVERIUM	14	-3.4884884	-3.330468
PINDOLOL	8	1.5555973	0.540674
PINUS STROBUS POLLEN	8	2.3105042	-1.3729614
PIOGLITAZONE	19	0.40324542	0.63022506
PIOGLITAZONE HYDROCHLORIDE	8	5.4324336	0.3525578
PIPAMPERONE	0	0.1458275	3.1758487
PIPERACILLIN	9	-2.7019942	1.7773235
PIPERACILLIN SODIUM	1	3.3051975	-0.008628949
PIPERACILLIN SODIUM\TAZOBACTAM SODIUM	9	-2.02708	3.1301973
PIPERACILLIN;TAZOBACTAM	19	2.214406	1.4148054
PIPERONYL BUTOXIDE\PYRETHRUM EXTRACT	8	5.1737247	-1.8792124
PIPOTIAZINE	19	3.230987	1.2703987
PIRACETAM	0	-2.6073275	2.7699103
PIRARUBICIN	9	-2.8066187	4.2619567
PIRENZEPINE	8	3.8543553	0.7922391
PIRETANIDE	6	1.6289294	2.4182382
PIRFENIDONE	19	1.8489687	-1.0552855
PIRIBEDIL	15	-4.3871636	1.3072708
PIRITRAMIDE	0	-1.681863	1.618549
PIROXICAM	18	-0.8114689	-1.5249382
PIRTOBRUTINIB	9	-0.45037398	2.9493487
PITAVASTATIN	15	-4.116946	0.11985934
PITAVASTATIN CALCIUM	8	1.7769179	-0.7209052
PITOFENONE	14	-2.298739	-1.0084401
PITOLISANT	15	-4.129164	-1.5470629
PIVMECILLINAM	8	3.2585568	1.8395393
PIXANTRONE	9	-2.5016682	1.4665939
PIZOTIFEN	0	-3.7072237	1.1111708
PLACEBO, TRIAL	19	1.0237765	2.6307185
