adverse_event	n_signals	n_female_higher	n_male_higher	mean_log_ratio	n_drugs	female_pct
Hyperlipidaemia	56	19	37	-0.4102768813936558	56	33.9
International normalised ratio increased	56	47	9	0.509135817487269	56	83.9
Blood pressure systolic increased	56	35	21	0.1427515732848235	56	62.5
Lymphocyte count decreased	56	9	47	-0.7486159498621677	56	16.1
Procedural pain	55	13	42	-0.3483886620326031	55	23.6
Cardiac murmur	55	21	34	-0.32360045383650177	55	38.2
Abnormal behaviour	55	43	12	0.43674920795712907	55	78.2
Myelosuppression	55	20	35	-0.3048453096182939	55	36.4
Oral candidiasis	55	28	27	0.11588629292339425	55	50.9
Therapy partial responder	55	36	19	0.04527756718561032	55	65.5
Cytomegalovirus infection	55	46	9	0.5900225285448338	55	83.6
Chromaturia	55	34	21	0.15789193944074917	55	61.8
Splenomegaly	55	39	16	0.3545864017903983	55	70.9
Pulmonary mass	55	21	34	-0.09256741274462993	55	38.2
Eye disorder	55	16	39	-0.45373026650495146	55	29.1
Hypophagia	55	39	16	0.4362518285703108	55	70.9
Blood pressure fluctuation	54	32	22	0.11429090310651215	54	59.3
Renal tubular necrosis	54	42	12	0.5169325191080394	54	77.8
Secretion discharge	54	14	40	-0.5973937494597527	54	25.9
Head injury	54	38	16	0.3444892564076401	54	70.4
Pain in jaw	54	7	47	-0.6345170789217347	54	13.0
Troponin increased	54	27	27	-0.04537450479716405	54	50.0
Poor quality sleep	54	34	20	0.24610330121915713	54	63.0
Sciatica	54	31	23	0.7753968448925259	54	57.4
Mood swings	54	8	46	-0.5725895613544757	54	14.8
Dysstasia	54	16	38	-0.42444015719666267	54	29.6
Mouth ulceration	53	17	36	-0.3828117553408215	53	32.1
Withdrawal syndrome	53	22	31	-0.1723776505271015	53	41.5
Haemodynamic instability	53	46	7	0.5424247875567478	53	86.8
Tooth loss	53	50	3	0.8267508705241433	53	94.3
Blood lactate dehydrogenase increased	53	38	15	0.393007836176611	53	71.7
Throat tightness	53	15	38	-0.3281122455619803	53	28.3
Thinking abnormal	53	15	38	-0.4194715771819918	53	28.3
Synovitis	53	38	15	0.7789666119992816	53	71.7
Sputum discoloured	52	26	26	0.036267983157513894	52	50.0
Upper gastrointestinal haemorrhage	52	36	16	0.272944008942027	52	69.2
Peritonitis	52	46	6	0.7164876320871123	52	88.5
Dry eye	52	25	27	-0.05180346677214119	52	48.1
Subdural haematoma	52	49	3	0.76524904087616	52	94.2
Injection site reaction	52	22	30	0.13128532075771202	52	42.3
Pneumonitis	52	33	19	0.21764903785681924	52	63.5
Spinal fracture	52	2	50	-0.8248012204204903	52	3.8
Conjunctivitis	52	35	17	0.3916371729138021	52	67.3
Mood altered	52	14	38	-0.3616009652103337	52	26.9
Eating disorder	52	37	15	0.5538514760262485	52	71.2
Feeding disorder	51	25	26	-0.0005219499489621809	51	49.0
Muscle spasticity	51	24	27	0.2933942140760428	51	47.1
Acute myeloid leukaemia	51	44	7	0.7665889165457069	51	86.3
Anuria	51	41	10	0.7220520468131465	51	80.4
Therapy interrupted	51	13	38	-0.3942486429744994	51	25.5
Lymphopenia	51	13	38	-0.6431323105728697	51	25.5
Generalised tonic-clonic seizure	51	33	18	0.24570801093294475	51	64.7
Unevaluable event	50	35	15	0.32305886251597543	50	70.0
Incorrect product administration duration	50	7	43	-0.6364379185642572	50	14.0
Muscle twitching	50	23	27	0.023218367041219636	50	46.0
Photophobia	50	11	39	-0.5486403233703121	50	22.0
Multiple-drug resistance	50	41	9	0.5307432039146716	50	82.0
Blood urea increased	49	36	13	0.3929229019887648	49	73.5
Rash macular	49	10	39	-0.48368218852570943	49	20.4
Nephropathy toxic	49	41	8	0.5938944538808753	49	83.7
Clostridium difficile infection	49	30	19	0.1217982924311985	49	61.2
Metastases to bone	49	24	25	-0.009241403372900291	49	49.0
Basal cell carcinoma	49	21	28	-0.03894517554776739	49	42.9
Parkinson's disease	49	38	11	0.5395902118134771	49	77.6
Cardiomegaly	49	17	32	-0.2834981642327994	49	34.7
Disability	49	42	7	0.9133747804416282	49	85.7
Lower limb fracture	49	25	24	0.498523678365087	49	51.0
Therapeutic response unexpected	48	9	39	-0.5420568013954232	48	18.8
Therapy cessation	48	11	37	-0.44800323018373817	48	22.9
Surgery	48	7	41	-0.5008997102182361	48	14.6
Ear infection	48	26	22	0.2781310202402066	48	54.2
Arteriosclerosis	48	28	20	-0.07690879822533912	48	58.3
Metastases to liver	48	14	34	-0.29194106642746237	48	29.2
Hypercalcaemia	48	37	11	0.5972292998093508	48	77.1
Product substitution issue	48	14	34	-0.3114773007861282	48	29.2
Hypokinesia	48	24	24	0.036047982662976714	48	50.0
Sensory disturbance	47	10	37	-0.47413421266546596	47	21.3
Sinus tachycardia	47	27	20	0.07371801852218707	47	57.4
Clostridium difficile colitis	47	32	15	0.2112238618186522	47	68.1
Poisoning	47	30	17	0.081763329181772	47	63.8
Generalised oedema	47	15	32	-0.34193716018029524	47	31.9
Adrenal insufficiency	47	38	9	0.7607048112168164	47	80.9
Cardiovascular disorder	47	29	18	0.3314621171805875	47	61.7
Inappropriate schedule of drug administration	47	12	35	-0.4389951803784839	47	25.5
Glaucoma	47	21	26	-0.14320258226548133	47	44.7
Psychomotor hyperactivity	47	30	17	0.2648839621752581	47	63.8
Schizophrenia	47	38	9	0.8186704693567609	47	80.9
Hypotonia	47	31	16	0.3220877299638047	47	66.0
Limb injury	47	27	20	0.12030603247510908	47	57.4
Rhinitis	47	4	43	-1.1113199934896514	47	8.5
Neutrophil count increased	46	24	22	-0.02020198892963659	46	52.2
Ileus	46	41	5	0.6447286200950478	46	89.1
Wound infection	46	25	21	0.8027333945986657	46	54.3
Product dose omission	46	9	37	-0.49272329424590916	46	19.6
Electrolyte imbalance	46	32	14	0.3295485631311716	46	69.6
Hypophosphataemia	46	23	23	-0.24585791103389032	46	50.0
Left ventricular dysfunction	46	35	11	0.5290913439996597	46	76.1
Faeces discoloured	46	30	16	0.23847975435254723	46	65.2
Myocarditis	46	41	5	0.8438181581902005	46	89.1
Cold sweat	46	12	34	-0.3775223419518564	46	26.1
Anger	46	21	25	-0.03248756223298127	46	45.7
Folliculitis	46	22	24	0.7694127821121673	46	47.8
Posterior reversible encephalopathy syndrome	46	36	10	0.576701197539132	46	78.3
Eye pruritus	46	11	35	-0.4147983867879942	46	23.9
Serotonin syndrome	46	23	23	0.028228402650035483	46	50.0
Pulmonary hypertension	45	13	32	-0.3796862829698229	45	28.9
Gastric ulcer	45	32	13	0.4133351566223997	45	71.1
Cytokine release syndrome	45	39	6	0.5567058181434874	45	86.7
Polyneuropathy	45	33	12	0.38009201360306716	45	73.3
Knee arthroplasty	45	22	23	0.25355532631450955	45	48.9
Dystonia	45	32	13	0.4693589274214649	45	71.1
Thrombotic microangiopathy	45	31	14	0.3369963350858596	45	68.9
Musculoskeletal discomfort	45	10	35	-0.5527414390361194	45	22.2
Neuroleptic malignant syndrome	44	39	5	0.6742680619362804	44	88.6
Blood urine present	44	37	7	0.6691322970979687	44	84.1
Blood potassium increased	44	35	9	0.5494498174645788	44	79.5
Haemorrhoids	44	24	20	0.10986811191168835	44	54.5
Bronchopulmonary aspergillosis	44	36	8	0.57091706826623	44	81.8
Blood sodium decreased	44	20	24	-0.04857373898250882	44	45.5
Sinus bradycardia	44	31	13	0.3304511403855028	44	70.5
Bone marrow failure	44	31	13	0.2574543485142028	44	70.5
Eosinophil count increased	44	21	23	-0.006218270404835482	44	47.7
Localised infection	44	18	26	-0.18049922585939765	44	40.9
Status epilepticus	44	35	9	0.5941687068067254	44	79.5
Graft versus host disease	44	40	4	0.7697411803815197	44	90.9
Product administration error	44	14	30	-0.2936085032362834	44	31.8
Rales	44	27	17	0.36156014732809694	44	61.4
Rib fracture	44	20	24	-0.08726601141237494	44	45.5
Scar	44	2	42	-0.742017123764234	44	4.5
Proteinuria	44	38	6	0.6022112493292539	44	86.4
Lipase increased	44	33	11	0.417195008719843	44	75.0
Haemolytic anaemia	44	28	16	0.23954871839854777	44	63.6
Inappropriate antidiuretic hormone secretion	44	29	15	0.23445809314798619	44	65.9
Blood glucose decreased	44	33	11	0.3369521760493089	44	75.0
Respiratory depression	44	24	20	0.0027089245994942664	44	54.5
Intervertebral disc protrusion	44	10	34	-0.5395809992106607	44	22.7
Device leakage	43	41	2	0.8218600053534515	43	95.3
Ataxia	43	26	17	0.17925198719433924	43	60.5
Myoclonus	43	32	11	0.45685417281412116	43	74.4
Torsade de pointes	43	27	16	0.21118067614372726	43	62.8
Fibromyalgia	43	21	22	-0.029660019681883632	43	48.8
Acute generalised exanthematous pustulosis	43	26	17	0.16554095160772683	43	60.5
Red blood cell sedimentation rate increased	43	26	17	0.3055846963983159	43	60.5
Ear pain	43	20	23	0.13576309795268018	43	46.5
Delusion	43	33	10	0.38469901793519484	43	76.7
Bursitis	43	23	20	0.48739835180843133	43	53.5
Tenderness	43	17	26	-0.3301655262921186	43	39.5
Hypothermia	42	30	12	0.36138515984531105	42	71.4
Extrapyramidal disorder	42	36	6	0.7388748314768748	42	85.7
Hypocalcaemia	42	26	16	0.17040206363034568	42	61.9
Heart rate irregular	42	19	23	-0.08606536007782802	42	45.2
Laboratory test abnormal	42	33	9	0.5640628456608822	42	78.6
Joint dislocation	42	23	19	0.4075741149236485	42	54.8
Hyperthermia	42	29	13	0.20498484278227405	42	69.0
Purpura	42	29	13	0.3581834299041199	42	69.0
Restless legs syndrome	42	12	30	-0.49090277909143365	42	28.6
Hip arthroplasty	42	29	13	0.9370782199453342	42	69.0
Hallucination, visual	42	29	13	0.32852903842467296	42	69.0
Myocardial ischaemia	42	37	5	0.8081250604185396	42	88.1
Hernia	42	29	13	0.36352270881164306	42	69.0
Blood pressure abnormal	42	18	24	-0.1525439586392887	42	42.9
Musculoskeletal disorder	42	15	27	-0.15179237432969625	42	35.7
Haemorrhage intracranial	41	40	1	0.8368285261375021	41	97.6
Hypersomnia	41	22	19	0.060827556709524576	41	53.7
Arteriosclerosis coronary artery	41	21	20	0.11088922564180179	41	51.2
Hyperthyroidism	41	15	26	-0.39581025073177434	41	36.6
Musculoskeletal chest pain	41	14	27	-0.28209019823799697	41	34.1
Multi-organ failure	41	38	3	0.7237802589680474	41	92.7
Mental impairment	41	14	27	-0.3582361367839919	41	34.1
Sneezing	41	19	22	0.3186083591845098	41	46.3
Diabetes mellitus inadequate control	41	32	9	0.49940816507551816	41	78.0
Glossodynia	41	15	26	0.409529583073729	41	36.6
Mass	40	8	32	-0.7843709778314902	40	20.0
C-reactive protein abnormal	40	21	19	0.04296017862870077	40	52.5
Middle insomnia	40	12	28	-0.46969281150513575	40	30.0
Mydriasis	40	16	24	-0.20558965235907034	40	40.0
Bronchospasm	40	21	19	-0.012557880244214	40	52.5
Haemophagocytic lymphohistiocytosis	40	33	7	0.5901382714211263	40	82.5
Hallucination, auditory	40	19	21	-0.04931839381022008	40	47.5
Foetal growth restriction	40	16	24	-0.35009134713217366	40	40.0
Asphyxia	40	20	20	0.027796865191481047	40	50.0
Feeling jittery	40	10	30	-0.4130445095740015	40	25.0
Multiple sclerosis	40	6	34	-0.6866974756460636	40	15.0
Coordination abnormal	40	19	21	0.3796999211398361	40	47.5
Increased appetite	40	11	29	-0.6505163232285479	40	27.5
Blood calcium increased	40	10	30	-0.7197682390856569	40	25.0
Osteomyelitis	40	32	8	0.542570141913503	40	80.0
Pemphigoid	40	38	2	0.9404963194988609	40	95.0
Acute coronary syndrome	39	37	2	0.8086845152637029	39	94.9
Enterococcal infection	39	33	6	0.6791217530277669	39	84.6
Blood uric acid increased	39	25	14	0.12897830906318883	39	64.1
Oral pain	39	20	19	-0.08191859993373536	39	51.3
Plasma cell myeloma	39	33	6	0.5243151346961864	39	84.6
Gingival bleeding	39	30	9	0.44371268876466813	39	76.9
Hepatitis acute	39	22	17	0.04139854194355188	39	56.4
Fracture	39	14	25	-0.26582145590165757	39	35.9
Mitral valve incompetence	39	18	21	-0.09105699393972559	39	46.2
Brain injury	39	31	8	0.48958998787136837	39	79.5
Muscle rigidity	39	33	6	0.6618076815983837	39	84.6
Foot deformity	39	16	23	-0.12328857710190405	39	41.0
Drug dose omission	39	21	18	0.04492218132902783	39	53.8
Small intestinal obstruction	39	23	16	0.1680761095763917	39	59.0
Poisoning deliberate	39	16	23	-0.20593173771125117	39	41.0
Substance abuse	38	33	5	0.6430007478902041	38	86.8
Retching	38	15	23	-0.1631047694859297	38	39.5
Acidosis	38	24	14	0.2586422220406888	38	63.2
Taste disorder	38	29	9	1.0362209757072798	38	76.3
Apathy	38	20	18	0.007154405448735965	38	52.6
Pulmonary alveolar haemorrhage	38	31	7	0.4700878611385855	38	81.6
Kidney infection	38	6	32	-0.7719838312610424	38	15.8
Joint range of motion decreased	38	28	10	1.1511215261994516	38	73.7
Device related infection	38	12	26	-0.2661024104869678	38	31.6
COVID-19 pneumonia	38	17	21	-0.0888245107676044	38	44.7
Upper limb fracture	38	12	26	-0.2968401923156466	38	31.6
Toothache	38	5	33	-0.5060545115403233	38	13.2
Motor dysfunction	38	14	24	-0.2066672054213531	38	36.8
Tooth disorder	38	7	31	-0.7395357803523389	38	18.4
Hepatitis C	38	37	1	0.9297149324033318	38	97.4
Expired product administered	38	8	30	-0.5241690509263045	38	21.1
Spinal pain	37	3	34	-0.6783915892704986	37	8.1
Injection site swelling	37	2	35	-0.9084110989118102	37	5.4
Pharyngitis	37	11	26	-0.20000543690520745	37	29.7
Hiatus hernia	37	9	28	-0.46543081449102625	37	24.3
Head discomfort	37	6	31	-0.8771466292479271	37	16.2
Skin reaction	37	13	24	-0.28178897984267454	37	35.1
Hepatitis cholestatic	37	27	10	0.43151590670805023	37	73.0
Dermatitis bullous	37	26	11	0.3939133281671912	37	70.3
Blood count abnormal	37	6	31	-0.6222723820006423	37	16.2
Abscess	37	17	20	-0.047390564721589014	37	45.9
Tumour lysis syndrome	37	34	3	0.8954088663527184	37	91.9
Gastroenteritis	37	23	14	0.0964878217387794	37	62.2
Parosmia	37	1	36	-1.5189174608685383	37	2.7
Sudden death	37	35	2	0.8844635472487771	37	94.6
Convulsion	37	22	15	0.1317945449366845	37	59.5
Electrocardiogram abnormal	37	15	22	-0.13817484872102476	37	40.5
Muscle tightness	37	12	25	-0.2590260929675737	37	32.4
Bedridden	37	21	16	0.1893869157472365	37	56.8
Platelet count increased	36	26	10	0.43102001688999636	36	72.2
Viral load increased	36	36	0	1.2818496101448345	36	100.0
Hemiparesis	36	27	9	0.5969244353161142	36	75.0
Quality of life decreased	36	15	21	-0.1387352926021741	36	41.7
Choking	36	17	19	-0.07429829918441742	36	47.2
Klebsiella infection	36	28	8	0.5376511725877289	36	77.8
Pulmonary haemorrhage	36	32	4	0.6845864716618543	36	88.9
Viral mutation identified	36	36	0	1.3708231862430864	36	100.0
Gastric haemorrhage	36	29	7	0.5563350078639783	36	80.6
Sinus disorder	36	24	12	0.5548940483506926	36	66.7
Hip fracture	36	19	17	0.062343384387528594	36	52.8
Tendonitis	36	10	26	-0.5209713624123855	36	27.8
Peripheral coldness	36	18	18	0.040752200459775206	36	50.0
Seasonal allergy	36	6	30	-0.8778736468391739	36	16.7
Drug withdrawal syndrome neonatal	36	17	19	-0.09981812215050845	36	47.2
Aspergillus infection	36	30	6	0.5574925711105494	36	83.3
Emphysema	36	15	21	-0.17310908439897948	36	41.7
Thirst	36	9	27	-0.3517606565676497	36	25.0
Shock haemorrhagic	35	26	9	0.49055190448677766	35	74.3
Hypopnoea	35	0	35	-1.4339294859746123	35	0.0
Hepatic encephalopathy	35	27	8	0.4965364705414703	35	77.1
Erythema multiforme	35	21	14	0.2599263274452788	35	60.0
Urosepsis	35	26	9	0.4375447115006161	35	74.3
Glycosylated haemoglobin increased	35	20	15	0.06860176607304592	35	57.1
Laryngitis	35	12	23	-0.2750210941374161	35	34.3
Cholecystitis	35	18	17	0.003165188061414494	35	51.4
Spinal osteoarthritis	35	4	31	-0.7461167614474292	35	11.4
Oesophagitis	35	20	15	0.06006469314390126	35	57.1
Systemic candida	35	31	4	0.8889568359130748	35	88.6
Thyroid disorder	35	14	21	-0.15789133273618625	35	40.0
Vitamin D deficiency	35	11	24	-0.6314555853431038	35	31.4
Central nervous system lesion	35	0	35	-1.0505925966338407	35	0.0
Paranoia	35	16	19	0.021679746474426283	35	45.7
Pruritus generalised	35	12	23	-0.19007311723158454	35	34.3
Skin necrosis	35	23	12	0.43959746524832355	35	65.7
Atrial flutter	35	30	5	0.6914251085151685	35	85.7
Hypertriglyceridaemia	35	24	11	0.40383604352630403	35	68.6
Miosis	34	26	8	0.36007517806188355	34	76.5
Injection site bruising	34	1	33	-0.7934849126246906	34	2.9
Eructation	34	14	20	-0.17409219890943106	34	41.2
Blood triglycerides increased	34	20	14	0.2956804668597003	34	58.8
Pneumocystis jirovecii pneumonia	34	29	5	0.6352187155055925	34	85.3
Tricuspid valve incompetence	34	18	16	0.05728419754111176	34	52.9
Steroid dependence	34	4	30	-0.9800790858487306	34	11.8
Parkinsonism	34	24	10	0.35807286526654386	34	70.6
Hypertensive crisis	34	26	8	0.43945027518437363	34	76.5
Back injury	34	25	9	1.2112960681558016	34	73.5
Bone disorder	34	9	25	-0.4232942390375631	34	26.5
Pelvic pain	34	1	33	-1.8592840261340398	34	2.9
Gingival pain	34	0	34	-1.7153435888714574	34	0.0
Drug use disorder	34	27	7	0.5414761570038455	34	79.4
Impaired driving ability	34	3	31	-0.6583804261109968	34	8.8
Glomerular filtration rate decreased	33	19	14	0.04557338150288607	33	57.6
Substance use disorder	33	30	3	0.8458030332469599	33	90.9
Breath sounds abnormal	33	12	21	-0.45841732148296255	33	36.4
Hypertransaminasaemia	33	22	11	0.37061047379650375	33	66.7
Cardiac failure acute	33	25	8	0.43274249548804733	33	75.8
Extra dose administered	33	9	24	-0.39718779957906936	33	27.3
Immunodeficiency	33	19	14	0.5844186225989958	33	57.6
Endocarditis	33	27	6	0.5708855770675035	33	81.8
Aphonia	33	7	26	-0.6209323143790593	33	21.2
Cytomegalovirus infection reactivation	33	30	3	0.7495777937176022	33	90.9
Myositis	33	26	7	1.0676018266971625	33	78.8
Grip strength decreased	33	17	16	0.21453900778908452	33	51.5
Oliguria	33	24	9	0.4353352312282918	33	72.7
Nocturia	33	17	16	-0.0551047942527167	33	51.5
Blood lactic acid increased	33	19	14	0.1698715975721744	33	57.6
Osteopenia	33	26	7	0.5418042942425219	33	78.8
Dyslipidaemia	33	22	11	0.2638809704152641	33	66.7
Exercise tolerance decreased	33	14	19	-0.20240535574795482	33	42.4
Facial pain	33	0	33	-1.0782149177176876	33	0.0
Exostosis	33	14	19	0.036193145429802384	33	42.4
Drug prescribing error	33	14	19	-0.05947433279184987	33	42.4
Hypovolaemia	33	22	11	0.27146213563239474	33	66.7
Oropharyngeal discomfort	33	1	32	-0.9793889110797587	33	3.0
Decreased activity	33	11	22	-0.37279075604657474	33	33.3
Gallbladder disorder	32	6	26	-0.46510969693506937	32	18.8
Neurological symptom	32	11	21	-0.9319404350883429	32	34.4
Hypoalbuminaemia	32	29	3	0.6481476851231986	32	90.6
Immune reconstitution inflammatory syndrome	32	21	11	0.33001303731893233	32	65.6
Renal cyst	32	18	14	0.18168741070434796	32	56.2
Lymphoedema	32	6	26	-0.9680993470573306	32	18.8
Hand deformity	32	20	12	0.34556475500587597	32	62.5
Virologic failure	32	32	0	1.1538923316543575	32	100.0
Intervertebral disc degeneration	32	4	28	-1.0194365369196872	32	12.5
Mucormycosis	32	30	2	1.0894582998785285	32	93.8
Ageusia	31	23	8	0.37650245880041655	31	74.2
Mania	31	19	12	0.13403292193432048	31	61.3
Renal injury	31	28	3	0.6376433020726889	31	90.3
Metastases to lung	31	13	18	-0.1290925032136634	31	41.9
Pulmonary thrombosis	31	12	19	-0.8839549121754661	31	38.7
Labelled drug-drug interaction medication error	31	27	4	0.664441956543105	31	87.1
Flank pain	31	19	12	0.3530231488852963	31	61.3
Foot fracture	31	7	24	-0.40270160244708014	31	22.6
Product dispensing error	31	12	19	-0.2124676400533525	31	38.7
Burns second degree	31	2	29	-1.6560728455583762	31	6.5
Pneumonia bacterial	31	23	8	0.26264151050002943	31	74.2
Abnormal dreams	31	21	10	0.29678886010261535	31	67.7
Ocular discomfort	31	1	30	-0.8837964804501595	31	3.2
Dermatitis	31	15	16	-0.002264980389377678	31	48.4
Blood albumin decreased	31	21	10	0.14087299980086068	31	67.7
Tooth fracture	31	3	28	-0.889646320759378	31	9.7
Affect lability	31	12	19	-0.1216976454656896	31	38.7
Carpal tunnel syndrome	31	12	19	0.0002567259898001314	31	38.7
Muscle atrophy	31	24	7	0.5327420164800971	31	77.4
Ventricular extrasystoles	31	18	13	0.08264254186518433	31	58.1
Device breakage	30	0	30	-1.0241685067060535	30	0.0
Suspected suicide	30	19	11	0.28344766674543637	30	63.3
Gastroenteritis viral	30	8	22	-0.2901939750739846	30	26.7
