pt	n_drugs	n_signals	mean_bias	median_bias	n_strong	n_f_biased	n_m_biased	max_bias
Epistaxis	161	161	0.09488267625904416	0.5560729004053068	161	100	61	2.5561625424271406
Epithelioid mesothelioma	1	1	-0.7290719855139839	-0.7290719855139839	1	0	1	0.7290719855139839
Epstein Barr virus positive mucocutaneous ulcer	4	4	-0.9830922143244766	-0.882377348615607	4	0	4	1.5090579047113732
Epstein-Barr viraemia	16	16	0.4472960739852049	0.6916919404966628	16	13	3	1.2286784859114035
Epstein-Barr virus associated lymphoma	4	4	0.4056519524873826	0.6192245376069601	4	3	1	1.24306174886593
Epstein-Barr virus associated lymphoproliferative disorder	9	9	0.270091133342192	0.525854796890708	9	6	3	1.0264244665405962
Epstein-Barr virus infection	27	27	0.4288444556259799	0.6904592213116253	27	19	8	1.7452496878769268
Epstein-Barr virus infection reactivation	10	10	0.5470855278892126	0.8278679321513283	10	7	3	1.731152361831401
Epstein-Barr virus test positive	2	2	-0.24602702080597305	-0.24602702080597305	2	1	1	1.064370071631455
Erosive duodenitis	1	1	0.8750317061042665	0.8750317061042665	1	1	0	0.8750317061042665
Erosive oesophagitis	5	5	0.16020278310008337	0.6380819715472353	5	3	2	0.8136268796553052
Eructation	72	72	-0.33153416413577497	-0.6152083337920617	72	24	48	2.262335451250278
Erysipelas	57	57	0.031166119400587725	0.5302320322523574	57	32	25	2.051560917010656
Erythema	271	271	-0.0321162546376693	-0.5228778962886045	271	124	147	2.5694447881588514
Erythema multiforme	70	70	0.1530880083229863	0.5247051279260946	70	41	29	1.7579495931988345
Erythema nodosum	9	9	-0.4526795042634443	-0.6219305033734123	9	3	6	1.5148216804895178
Erythema of eyelid	20	20	-0.7214148432448033	-0.9527052455173532	20	3	17	1.479914545657184
Erythrodermic psoriasis	6	6	0.1149451944515149	0.012143073277371685	6	3	3	1.4937854852037462
Eschar	1	1	-0.6796002525370111	-0.6796002525370111	1	0	1	0.6796002525370111
Escherichia bacteraemia	43	43	0.430613518301633	0.6742768675319039	43	33	10	1.3765978207196734
Escherichia infection	86	86	0.41299127529268903	0.6235963741808408	86	64	22	2.0660452161422387
Escherichia pyelonephritis	1	1	-0.5153062105508044	-0.5153062105508044	1	0	1	0.5153062105508044
Escherichia sepsis	34	34	0.32418484863730823	0.572052399863668	34	24	10	1.4035284881621484
Escherichia test positive	8	8	0.1995868208286185	0.6082193534070277	8	5	3	1.000503314853378
Escherichia urinary tract infection	29	29	-0.6624182663748219	-0.6795757959013634	29	4	25	1.89626082523746
Essential hypertension	20	20	-0.21318986438586957	-0.5883279943058957	20	7	13	0.9362911727654629
Essential tremor	16	16	-0.611156183259681	-0.7464442550870605	16	2	14	1.1239172603614502
Euglycaemic diabetic ketoacidosis	34	34	0.638677905899567	0.7254567718748919	34	31	3	1.5993286947522136
Euphoric mood	48	48	-0.03292755758319043	0.5193824811362097	48	25	23	2.08060706612106
Eustachian tube dysfunction	3	3	-1.2128884529776647	-0.766498121505729	3	0	3	2.173984948531293
Euthanasia	2	2	0.9295851355206077	0.9295851355206077	2	2	0	0.9572942250178275
Evans syndrome	1	1	0.9345709779623043	0.9345709779623043	1	1	0	0.9345709779623043
Ewing's sarcoma	2	2	0.7840934647746383	0.7840934647746383	2	2	0	0.8687045358004037
Excessive cerumen production	4	4	-0.9124286425195158	-0.812915429768877	4	0	4	1.4821303832896515
Excessive eye blinking	7	7	-0.9159521082720612	-0.8843181419532555	7	0	7	1.3409171866931688
Excessive granulation tissue	5	5	-0.6329615889587383	-0.6329399027960816	5	0	5	0.7271828224181396
Excoriation	8	8	-0.5927148104557571	-0.7639942096471075	8	1	7	0.9332528757172699
Exercise lack of	1	1	0.5159266225120789	0.5159266225120789	1	1	0	0.5159266225120789
Exercise tolerance decreased	58	58	-0.0632564133807476	-0.5261084093281665	58	26	32	1.6710431966200998
Exfoliative rash	11	11	-0.3162243962229669	-0.6229326318984441	11	3	8	1.3781135216494391
Exophthalmos	4	4	-0.73476451552987	-0.7355245905944396	4	0	4	0.8220690730463286
Exostosis	102	102	0.06067465163635114	-0.5062509045955954	102	50	52	3.233726321955956
Exostosis of jaw	1	1	-1.4872247970145722	-1.4872247970145722	1	0	1	1.4872247970145722
Expanded disability status scale score increased	9	9	-0.9868708059435402	-1.1326041863868386	9	0	9	1.4099909170710023
Expiratory reserve volume decreased	2	2	0.9899919788134989	0.9899919788134989	2	2	0	1.3003148552726371
Expired device used	5	5	-0.98088498613101	-1.074180872403452	5	0	5	1.380282037308894
Expired drug administered	5	5	-0.8978166809896063	-0.8023457250051254	5	0	5	1.4496346272713114
Expired product administered	57	57	-0.44921690448209484	-0.5903694082106017	57	13	44	2.704073170249261
Explorative laparotomy	1	1	-0.7289748616737081	-0.7289748616737081	1	0	1	0.7289748616737081
Exposed bone in jaw	25	25	-0.5641369678626728	-0.6991515700073334	25	4	21	1.3676054681360212
Exposure during breast feeding	21	21	-1.046413263126805	-1.0670789953424926	21	2	19	1.9490252757094986
Exposure during pregnancy	18	18	-0.9291922226661238	-1.050459710264196	18	3	15	2.0396256364623535
Exposure to SARS-CoV-2	5	5	-0.4577904188645402	-0.7093568432677978	5	1	4	1.2356202730250867
Exposure to allergen	2	2	-0.8647939365836128	-0.8647939365836128	2	0	2	1.0690910391076986
Exposure to chemical pollution	2	2	-0.893776136089478	-0.893776136089478	2	0	2	1.2539231830770958
Exposure to communicable disease	1	1	-0.6200821456894079	-0.6200821456894079	1	0	1	0.6200821456894079
Exposure to toxic agent	13	13	-0.8412414412507542	-0.8217843378698496	13	0	13	1.2086221554601024
Exposure via body fluid	1	1	-3.4021466576482164	-3.4021466576482164	1	0	1	3.4021466576482164
Exposure via breast milk	23	23	-0.5596038155424922	-0.7681085282461791	23	5	18	1.7081620753600635
Exposure via direct contact	1	1	-0.5551365734441751	-0.5551365734441751	1	0	1	0.5551365734441751
Exposure via eye contact	1	1	-0.5531786162626416	-0.5531786162626416	1	0	1	0.5531786162626416
Exposure via father	4	4	0.6355317668164354	-0.15268935619551233	4	2	2	3.8853588568230495
Exposure via ingestion	26	26	-0.03227300356628926	-0.004476297935363194	26	13	13	1.5988288505639565
Exposure via skin contact	18	18	-0.11954197589119316	-0.5400629525872946	18	8	10	1.7947426120560128
Expulsion of medication	1	1	1.2923903039143338	1.2923903039143338	1	1	0	1.2923903039143338
Exsanguination	1	1	0.8066422830130524	0.8066422830130524	1	1	0	0.8066422830130524
Extensor plantar response	2	2	-0.950552863239875	-0.950552863239875	2	0	2	1.0930847697922883
External auditory canal atresia	1	1	1.2373671367191268	1.2373671367191268	1	1	0	1.2373671367191268
Extra dose administered	50	50	-0.06518377979237494	-0.5175078770286241	50	22	28	1.1073679709231026
Extradural abscess	3	3	0.32050810852602846	0.5302595293383615	3	2	1	1.2034177734158147
Extradural haematoma	8	8	0.8412888735438852	0.7952033780655138	8	8	0	1.1851779954299593
Extrapyramidal disorder	85	85	0.5694625119196811	0.6903564635446511	85	71	14	2.013686156549803
Extrasystoles	29	29	-0.26745509483025387	-0.6267126611063927	29	9	20	1.0974028318103775
Extravasation	12	12	0.1645326052078798	0.6636806773262713	12	8	4	1.5823529475493243
Extremity contracture	2	2	-0.19531823459783215	-0.19531823459783215	2	1	1	1.0175206482284238
Extremity necrosis	11	11	0.10673100578783835	0.5543908155915356	11	6	5	1.8835957534101595
Eye allergy	3	3	-0.6760752055562832	-0.6763146973062862	3	0	3	0.8496941080593676
Eye colour change	3	3	-0.7144901970738862	-0.7272708627503068	3	0	3	0.8978819707496015
Eye contusion	14	14	-0.2689075124288639	-0.5775336924468792	14	4	10	1.3667586493082462
Eye discharge	43	43	-0.5002233780330011	-0.693159480634573	43	8	35	1.5449667695958564
Eye disorder	90	90	-0.4218323272987078	-0.634822867556881	90	25	65	2.5087744771296987
Eye haemorrhage	41	41	0.3524206945866271	0.6380958474830324	41	30	11	1.3672055892278836
Eye infection	45	45	-0.10211559900596677	-0.5370951745835583	45	21	24	1.4592183467302182
Eye infection staphylococcal	1	1	-0.5645255688930476	-0.5645255688930476	1	0	1	0.5645255688930476
Eye infection toxoplasmal	3	3	1.3421408435655582	1.440014667514429	3	3	0	1.6256489601790107
Eye inflammation	35	35	-0.19745066096580438	-0.5637045466471172	35	13	22	1.2410111911248247
Eye injury	19	19	0.24973714783049128	0.7770353631323296	19	10	9	1.7296537848652715
Eye irritation	132	132	-0.5018506201451026	-0.6390433809458647	132	25	107	1.8625986895551334
Eye laser surgery	2	2	-0.6089762548016437	-0.6089762548016437	2	0	2	0.6228589809095655
Eye movement disorder	36	36	-0.22640736046904036	-0.5815534424160088	36	13	23	1.3167004953226116
Eye oedema	3	3	-0.8594705572060085	-0.9097666392005079	3	0	3	1.0464435316086422
Eye operation	13	13	-0.26896610490911094	-0.5454222117379113	13	4	9	0.9418978247010888
Eye pain	126	126	-0.36082922274654505	-0.6238078938400948	126	41	85	2.5705204692777848
Eye pruritus	97	97	-0.19511017750429716	-0.5353422246290321	97	43	54	3.918891866583984
Eye swelling	106	106	-0.5457148013792599	-0.6699447563064058	106	19	87	2.4820286604904864
Eye ulcer	2	2	-0.722194622883026	-0.722194622883026	2	0	2	0.8311938351585368
Eyelid disorder	2	2	-0.033854376184477786	-0.033854376184477786	2	1	1	0.6028730669177333
Eyelid exfoliation	1	1	-1.0563418113800915	-1.0563418113800915	1	0	1	1.0563418113800915
Eyelid infection	1	1	-0.8505780321217215	-0.8505780321217215	1	0	1	0.8505780321217215
Eyelid irritation	11	11	-0.8606900889334366	-0.7391404494570694	11	0	11	1.2859599175873704
Eyelid margin crusting	8	8	-0.7311328519911718	-0.7579588468935085	8	0	8	0.8295548536732421
Eyelid oedema	56	56	-0.3611749368117936	-0.6121410143800511	56	17	39	2.3053806953344327
Eyelid pain	14	14	-0.6471656092117561	-0.7152856345726177	14	2	12	1.362120747773767
Eyelid ptosis	47	47	-0.7728547737200191	-0.8055486138257257	47	3	44	1.5612423208585988
Eyelid rash	1	1	-0.5412722926662987	-0.5412722926662987	1	0	1	0.5412722926662987
Eyelid skin dryness	2	2	-0.9405465190293206	-0.9405465190293206	2	0	2	1.0578330226869221
Eyelid thickening	1	1	-1.399384822940815	-1.399384822940815	1	0	1	1.399384822940815
Eyelids pruritus	6	6	-0.5743161989401703	-0.7702093185906305	6	1	5	1.2693769362112797
FEV1/FVC ratio decreased	4	4	0.5340853133365043	0.9308514079164074	4	3	1	1.1934789628776505
Face injury	16	16	0.5731365970071429	0.6258532425850628	16	15	1	0.9438772638915921
Face oedema	97	97	-0.18277486390957243	-0.5380314078186664	97	39	58	1.6569073407645125
Facet joint syndrome	32	32	-0.5270198818401566	-1.3995204426375738	32	12	20	2.8485394417494105
Facial asymmetry	1	1	-1.4405859293737742	-1.4405859293737742	1	0	1	1.4405859293737742
Facial bones fracture	26	26	-0.38585598604293353	-0.6355834292434329	26	7	19	1.304055152608281
Facial discomfort	1	1	-0.7374041342123275	-0.7374041342123275	1	0	1	0.7374041342123275
Facial neuralgia	1	1	-1.2005419621075042	-1.2005419621075042	1	0	1	1.2005419621075042
Facial pain	70	70	-0.6541873490496907	-0.7783979047076768	70	15	55	4.295939840274143
Facial paralysis	56	56	-0.3563177930341609	-0.5952256918356511	56	19	37	1.7776998199017755
Facial paresis	43	43	-0.9284838216126625	-0.9705588941856585	43	1	42	1.5966588810856885
Facial spasm	2	2	-0.7668111052011386	-0.7668111052011386	2	0	2	0.9060096804926463
Factor V inhibition	3	3	0.8551883497422915	0.81880093223277	3	3	0	0.9936534406495732
Faecal calprotectin abnormal	1	1	-1.130841418484738	-1.130841418484738	1	0	1	1.130841418484738
Faecal calprotectin increased	13	13	-0.46688216345704003	-0.9228435579648364	13	4	9	1.2692067571078303
Faecal incontinence	20	20	-0.14659202012170874	-0.574523848581113	20	8	12	1.0784513348368094
Faecal volume decreased	3	3	0.26450220054713885	0.559471268302004	3	2	1	0.8946312650980229
Faecaloma	52	52	0.34443311161283235	0.6208828835270062	52	36	16	1.8475331030003987
Faeces discoloured	86	86	0.29426234173356064	0.5830708988225384	86	62	24	1.3718616839136621
Faeces hard	19	19	0.12672103073114868	0.5394018547086967	19	11	8	1.1558398503519578
Faeces pale	11	11	-0.031305979555687584	-0.5720854630346394	11	5	6	1.2328448275089747
Faeces soft	57	57	-0.14911206542831734	-0.5304159400239744	57	23	34	2.2138041389869345
Failure of child resistant product closure	1	1	-0.7894421485381083	-0.7894421485381083	1	0	1	0.7894421485381083
Failure to thrive	50	50	0.28846670431967214	0.5786241015010418	50	36	14	1.3419331117408062
Fall	346	346	0.14398157822886481	0.542958694627844	346	202	144	4.080811255843322
Fallot's tetralogy	2	2	-0.9083757258707601	-0.9083757258707601	2	0	2	1.1557591804238703
False negative investigation result	2	2	0.021943985361209728	0.021943985361209728	2	1	1	0.5540533816432354
False positive investigation result	2	2	-0.988441145193339	-0.988441145193339	2	0	2	1.2349861992679374
False positive tuberculosis test	1	1	-0.6724180050253733	-0.6724180050253733	1	0	1	0.6724180050253733
Familial mediterranean fever	1	1	0.9932145600112273	0.9932145600112273	1	1	0	0.9932145600112273
Family stress	1	1	-1.01835098500395	-1.01835098500395	1	0	1	1.01835098500395
Fanconi syndrome	13	13	0.41842204997913385	0.6406723209333073	13	10	3	0.9403701969884892
Fanconi syndrome acquired	29	29	0.9400424483813639	0.9812197404932014	29	28	1	1.7189963734729186
Fasciitis	1	1	-0.6585616922199045	-0.6585616922199045	1	0	1	0.6585616922199045
Fat tissue increased	3	3	0.758876633509384	0.6963591401258821	3	3	0	0.9222802587778268
Fatigue	515	515	0.15722024602594042	0.522174043706578	515	281	234	3.246386397602992
Fear	95	95	-0.5149577887650079	-0.6017762081038637	95	18	77	2.404460806230244
Fear of death	9	9	-0.8809225232088524	-0.9566313165502637	9	0	9	1.2652397486426628
Fear of disease	20	20	-1.3018735363973424	-1.3171779616538042	20	0	20	2.441911871068694
Fear of falling	7	7	-0.8983173684230074	-0.7793706164391895	7	0	7	1.490643990009219
Fear of injection	26	26	-0.06676261984363666	-0.5359521629799121	26	11	15	1.3514610710786314
Febrile bone marrow aplasia	58	58	0.24240772742309402	0.5721489461451306	58	39	19	1.7299049724985895
Febrile convulsion	3	3	0.2428648546097879	0.6561630235504168	3	2	1	0.6720410527216002
Febrile infection	21	21	-0.05769699452798055	-0.5411451188537981	21	9	12	1.4004730399573355
Febrile neutropenia	290	290	0.33268341718282424	0.5960062002563686	290	204	86	2.4411849525889635
Feeding disorder	77	77	-0.09388629953750342	-0.5286589993687844	77	35	42	1.7408369999565634
Feeding disorder neonatal	2	2	-0.9857412831764811	-0.9857412831764811	2	0	2	1.090277068930587
Feeling abnormal	204	204	-0.1576017560399114	-0.5513044417007251	204	91	113	4.01867929904942
Feeling cold	106	106	-0.3293359451220212	-0.6161373032944588	106	36	70	1.900935800813457
Feeling drunk	27	27	-0.2926745283365954	-0.5951655070588995	27	8	19	1.4899033727641033
Feeling guilty	8	8	-0.874389737482843	-0.8888399558191622	8	0	8	1.2263559081098798
Feeling hot	143	143	-0.053638779582103654	-0.5170218747408184	143	66	77	2.728953256754804
Feeling jittery	77	77	-0.27443881457448976	-0.5694533118708903	77	22	55	1.6804014875404198
Feeling of body temperature change	32	32	-0.4146969501608907	-0.6282574253081759	32	7	25	1.1977512565279875
Feeling of despair	34	34	-0.5308323377379927	-0.7254053567550265	34	7	27	1.4664176364461665
Feeling of relaxation	1	1	-0.9861471707720874	-0.9861471707720874	1	0	1	0.9861471707720874
Feelings of worthlessness	5	5	-0.9411407525419195	-0.9605621404983745	5	0	5	1.3196314747461155
Felty's syndrome	1	1	-1.4928072101653485	-1.4928072101653485	1	0	1	1.4928072101653485
Femoral neck fracture	23	23	-0.2986012858973335	-0.6169511980906633	23	8	15	1.6475699662324417
Femur fracture	161	161	-0.7090557958045136	-0.732498545188285	161	19	142	2.157962400186783
Fever neonatal	1	1	0.61391098456298	0.61391098456298	1	1	0	0.61391098456298
Fibrin D dimer increased	29	29	-0.4945866459949776	-0.6614075822007262	29	6	23	1.6943413486461527
Fibroma	7	7	-0.7478206859431923	-0.6449870954179007	7	0	7	1.174604878919193
Fibromyalgia	104	104	0.07600538156094928	-0.527238082222883	104	51	53	2.40659863758425
Fibrosis	18	18	0.8046832241387358	0.8682231901634829	18	16	2	1.618153361019463
Fibula fracture	12	12	-0.2733647196526736	-0.694605743268603	12	4	8	1.066379024355548
Fine motor delay	1	1	-0.5823099927153156	-0.5823099927153156	1	0	1	0.5823099927153156
Fine motor skill dysfunction	28	28	-0.3967560324577245	-0.7222271581994649	28	7	21	1.0216290840241562
Finger amputation	1	1	-0.8246109897781037	-0.8246109897781037	1	0	1	0.8246109897781037
Finger deformity	28	28	0.2754286217381202	0.6548462599203375	28	18	10	2.078413353680995
Fingerprint loss	1	1	-1.0452413297713372	-1.0452413297713372	1	0	1	1.0452413297713372
Fistula	53	53	0.29797997936746645	0.6100213918009835	53	37	16	1.4683996649630626
Fistula discharge	10	10	-0.4996410423223213	-0.7616705708698778	10	3	7	1.1535348686996614
Fistula of small intestine	2	2	-0.7123639475463568	-0.7123639475463568	2	0	2	0.9155177026853313
Fixed eruption	9	9	0.08880306835359557	0.5007225093679084	9	5	4	1.8145068517175218
Flank pain	83	83	0.4054227198505488	0.6274229181050809	83	59	24	2.1538061912055597
Flat affect	7	7	-0.30768711905918317	-0.5885992393521651	7	2	5	1.0345805539226731
Flatulence	114	114	-0.1849159103828301	-0.5474655602234364	114	46	68	2.5782611423374218
Fluid imbalance	2	2	0.6941692006386324	0.6941692006386324	2	2	0	0.7443584296477513
Fluid intake reduced	41	41	-0.22873844925481235	-0.5606893374697307	41	14	27	1.1701708734408791
Fluid overload	73	73	0.5674490069976766	0.6623459969431864	73	65	8	1.4263993982959369
Fluid replacement	2	2	-0.6526649431485556	-0.6526649431485556	2	0	2	0.7909630524848827
Fluid retention	162	162	0.5890156303349393	0.7018583356973491	162	121	41	2.6156064474709173
Fluorosis	1	1	1.094108788045276	1.094108788045276	1	1	0	1.094108788045276
Flushing	140	140	-0.27930552557454674	-0.5972913644078132	140	46	94	1.6991394197305554
Foaming at mouth	6	6	-0.011711408267155684	-0.018479815344737582	6	3	3	1.0231161898520964
Focal dyscognitive seizures	4	4	0.540731207977451	0.8229885253200824	4	3	1	1.0202538768957001
Focal nodular hyperplasia	1	1	-0.909590335444178	-0.909590335444178	1	0	1	0.909590335444178
